0.43,0.036
0.43,0.048613333
0.43,0.061226667
0.43,0.07384
0.43,0.086453333
0.43,0.099066667
0.43,0.11168
0.43,0.124293333
0.43,0.136906667
0.43,0.14952
0.43,0.162133333
0.43,0.174746667
0.43,0.18736
0.43,0.199973333
0.43,0.212586667
0.43,0.2252
0.43,0.237813333
0.43,0.250426667
0.43,0.26304
0.43,0.275653333
0.43,0.288266667
0.43,0.30088
0.43,0.313493333
0.43,0.326106667
0.43,0.33872
0.43,0.351333333
0.43,0.363946667
0.43,0.37656
0.43,0.389173333
0.43,0.401786667
0.43,0.4144
0.43,0.427013333
0.43,0.439626667
0.43,0.45224
0.43,0.464853333
0.43,0.477466667
0.43,0.49008
0.43,0.502693333
0.43,0.515306667
0.43,0.52792
0.43,0.540533333
0.43,0.553146667
0.43,0.56576
0.43,0.578373333
0.43,0.590986667
0.43,0.6036
0.43,0.616213333
0.43,0.628826667
0.43,0.64144
0.43,0.654053333
0.43,0.666666667
0.43,0.67928
0.43,0.691893333
0.43,0.704506667
0.43,0.71712
0.43,0.729733333
0.43,0.742346667
0.43,0.75496
0.43,0.767573333
0.43,0.780186667
0.43,0.7928
0.43,0.805413333
0.43,0.818026667
0.43,0.83064
0.43,0.843253333
0.43,0.855866667
0.43,0.86848
0.43,0.881093333
0.43,0.893706667
0.43,0.90632
0.43,0.918933333
0.43,0.931546667
0.43,0.94416
0.43,0.956773333
0.43,0.969386667
0.426,0.982
0.42,0.932
0.412,0.918
0.408,0.91
0.4,0.898
0.394,0.89
0.386,0.88
0.386,0.88
0.378,0.87
0.366,0.86
0.366,0.86
0.364,0.86
0.356,0.854
0.352,0.854
0.346,0.85
0.342,0.85
0.336,0.848
0.326,0.846
0.324,0.844
0.304,0.844
0.304,0.844
0.304,0.844
0.302,0.846
0.294,0.846
0.284,0.848
0.284,0.848
0.278,0.85
0.272,0.852
0.266,0.854
0.262,0.856
0.258,0.858
0.252,0.862
0.246,0.864
0.24,0.868
0.234,0.87
0.23,0.874
0.224,0.876
0.218,0.882
0.212,0.884
0.206,0.888
0.2,0.894
0.194,0.898
0.186,0.904
0.184,0.904
0.178,0.91
0.17,0.916
0.168,0.916
0.162,0.922
0.152,0.93
0.15,0.93
0.142,0.938
0.14,0.938
0.134,0.944
0.126,0.95
0.118,0.956
0.118,0.956
0.112,0.96
0.106,0.964
0.098,0.97
0.094,0.972
0.088,0.976
0.084,0.976
0.078,0.98
0.072,0.982
0.066,0.986
0.06,0.986
0.026,0.988
0.026,0.988
0.026,0.988
0.026,0.988
0.026,0.988
0.026,0.988
0.022,0.986
0.016,0.978
0.008,0.962
0.022,0.868
0.054,0.832
0.054,0.832
0.064,0.824
0.072,0.818
0.088,0.808
0.098,0.802
0.112,0.796
0.124,0.79
0.138,0.784
0.152,0.78
0.164,0.776
0.178,0.772
0.196,0.768
0.204,0.766
0.216,0.764
0.23,0.762
0.242,0.76
0.272,0.758
0.272,0.758
0.328,0.756
0.328,0.756
0.328,0.756
0.328,0.756
0.358,0.758
0.358,0.758
0.36,0.76
0.372,0.76
0.388,0.762
0.4,0.764
0.412,0.768
0.428,0.77
0.468,0.794
0.482,0.798
0.49,0.8
0.504,0.806
0.52,0.81
0.53,0.816
0.542,0.82
0.556,0.826
0.568,0.832
0.582,0.84
0.596,0.848
0.608,0.854
0.624,0.864
0.634,0.87
0.648,0.878
0.66,0.886
0.674,0.894
0.686,0.902
0.7,0.91
0.712,0.918
0.726,0.926
0.738,0.932
0.752,0.94
0.764,0.948
0.778,0.954
0.792,0.96
0.804,0.966
0.82,0.97
0.834,0.974
0.846,0.98
0.856,0.99
0.872,0.984
0.884,0.976
0.896,0.972
0.908,0.966
0.928,0.95
0.936,0.944
0.952,0.924
0.96,0.91
0.974,0.882
0.986,0.838
0.978,0.836
0.96,0.852
0.96,0.852
0.952,0.858
0.946,0.862
0.94,0.866
0.934,0.868
0.926,0.872
0.92,0.874
0.912,0.878
0.904,0.88
0.882,0.88
0.882,0.88
0.882,0.88
0.87,0.862
0.86,0.862
0.86,0.862
0.852,0.868
0.844,0.872
0.838,0.868
0.83,0.864
0.824,0.862
0.812,0.852
0.81,0.852
0.792,0.836
0.792,0.836
0.786,0.83
0.778,0.824
0.762,0.806
0.762,0.806
0.754,0.796
0.746,0.786
0.74,0.778
0.734,0.77
0.726,0.758
0.722,0.752
0.714,0.74
0.706,0.726
0.7,0.716
0.692,0.702
0.684,0.688
0.676,0.674
0.67,0.662
0.662,0.646
0.656,0.634
0.648,0.618
0.64,0.6
0.634,0.586
0.626,0.57
0.618,0.55
0.612,0.536
0.604,0.518
0.596,0.498
0.59,0.482
0.582,0.462
0.574,0.44
0.568,0.424
0.56,0.402
0.552,0.38
0.546,0.362
0.538,0.34
0.53,0.316
0.524,0.298
0.516,0.274
0.508,0.25
0.502,0.23
0.494,0.204
0.486,0.178
0.48,0.158
0.472,0.132
0.464,0.106
0.458,0.084
0.45,0.058
0.44,0.03
0.436,0.03
