-0.9923719,-0.08827113,0.08603593,0.002029816,0.9931681,-0.06584147,-0.09412467,0.02055664,0.7602096,0.218061,0.523936,-0.3162625,-0.4965776,-0.4655349,-0.7320017,-0.02934892,0.7137595,0.1039864,-0.5289213,0.4471869,-0.4323513,-0.1914567,0.7636316,-0.4396403
-0.9924361,-0.08805782,0.08551488,0.001945735,0.9931892,-0.06593367,-0.09375782,0.0209135,0.7600244,0.2177339,0.5241019,-0.3166578,-0.4962364,-0.4655466,-0.7322477,-0.02879417,0.7139004,0.104519,-0.5283533,0.4475091,-0.4327859,-0.1922088,0.7630519,-0.439891
-0.9924543,-0.08800757,0.08535451,0.001903741,0.9932041,-0.06593682,-0.09356261,0.02107009,0.7599337,0.2174842,0.5242348,-0.3168272,-0.4961225,-0.4654661,-0.7323817,-0.0286451,0.7140139,0.1048502,-0.5279753,0.4476967,-0.433017,-0.192583,0.7627678,-0.4399925
-0.9924543,-0.08800757,0.08535451,0.001903741,0.9932041,-0.06593682,-0.09356261,0.02107009,0.7599337,0.2174842,0.5242348,-0.3168272,-0.4961225,-0.4654661,-0.7323817,-0.0286451,0.7140139,0.1048502,-0.5279753,0.4476967,-0.433017,-0.192583,0.7627678,-0.4399925
-0.9924822,-0.08796958,0.08507182,0.001810052,0.9932379,-0.06590676,-0.09315797,0.02136506,0.7597649,0.216885,0.5244928,-0.3172155,-0.4958553,-0.4651341,-0.7327895,-0.0282371,0.7141929,0.1054375,-0.5273725,0.447984,-0.4334396,-0.193152,0.7623941,-0.4399747
-0.9924822,-0.08796958,0.08507182,0.001810052,0.9932379,-0.06590676,-0.09315797,0.02136506,0.7597649,0.216885,0.5244928,-0.3172155,-0.4958553,-0.4651341,-0.7327895,-0.0282371,0.7141929,0.1054375,-0.5273725,0.447984,-0.4334396,-0.193152,0.7623941,-0.4399747
-0.9925061,-0.08796974,0.08479353,0.001710719,0.9932756,-0.06580232,-0.09275988,0.02166277,0.7595657,0.2164786,0.524734,-0.317571,-0.4956305,-0.464858,-0.7331338,-0.02778806,0.7143651,0.1059012,-0.526921,0.4481313,-0.4338092,-0.1935572,0.7621275,-0.4398942
-0.9925061,-0.08796974,0.08479353,0.001710719,0.9932756,-0.06580232,-0.09275988,0.02166277,0.7595657,0.2164786,0.524734,-0.317571,-0.4956305,-0.464858,-0.7331338,-0.02778806,0.7143651,0.1059012,-0.526921,0.4481313,-0.4338092,-0.1935572,0.7621275,-0.4398942
-0.9925359,-0.08803485,0.08437908,0.00157229,0.9933501,-0.06541469,-0.09212683,0.02211469,0.7593885,0.2160655,0.5249914,-0.3178505,-0.4954433,-0.4646623,-0.7334003,-0.02736429,0.7147513,0.1066041,-0.5262035,0.4481918,-0.4343713,-0.1941963,0.7617192,-0.4397649
-0.9925359,-0.08803485,0.08437908,0.00157229,0.9933501,-0.06541469,-0.09212683,0.02211469,0.7593885,0.2160655,0.5249914,-0.3178505,-0.4954433,-0.4646623,-0.7334003,-0.02736429,0.7147513,0.1066041,-0.5262035,0.4481918,-0.4343713,-0.1941963,0.7617192,-0.4397649
-0.9925457,-0.08809671,0.08420003,0.001534202,0.9933786,-0.06516371,-0.09196361,0.02225656,0.7593398,0.2160187,0.525079,-0.317854,-0.4954147,-0.464642,-0.7334337,-0.0273308,0.7149393,0.1069039,-0.5258855,0.4481938,-0.4345676,-0.1944383,0.7615858,-0.439695
-0.9925562,-0.08816411,0.08400663,0.001483686,0.9934005,-0.06495487,-0.09183429,0.02242358,0.7592984,0.2159657,0.525178,-0.3178256,-0.4953592,-0.4646496,-0.7334652,-0.02736318,0.7150321,0.1071719,-0.5256925,0.4482081,-0.4347852,-0.1946806,0.761455,-0.4395993
-0.9925794,-0.08835647,0.08352974,0.001398775,0.9934465,-0.06444349,-0.09162013,0.02273285,0.7592357,0.215985,0.5253236,-0.3177213,-0.4951379,-0.4647138,-0.7335682,-0.02751522,0.7152281,0.1077068,-0.5252684,0.4482642,-0.4351895,-0.1952678,0.7611009,-0.4395521
-0.9925794,-0.08835647,0.08352974,0.001398775,0.9934465,-0.06444349,-0.09162013,0.02273285,0.7592357,0.215985,0.5253236,-0.3177213,-0.4951379,-0.4647138,-0.7335682,-0.02751522,0.7152281,0.1077068,-0.5252684,0.4482642,-0.4351895,-0.1952678,0.7611009,-0.4395521
-0.992613,-0.08847049,0.08300903,0.001350542,0.9934853,-0.06388987,-0.09151448,0.02302351,0.7592244,0.2158957,0.5254221,-0.3176461,-0.4949272,-0.4647485,-0.7336823,-0.02767782,0.7154638,0.1083201,-0.5247581,0.4483382,-0.4355017,-0.1958584,0.7607663,-0.4395594
-0.992613,-0.08847049,0.08300903,0.001350542,0.9934853,-0.06388987,-0.09151448,0.02302351,0.7592244,0.2158957,0.5254221,-0.3176461,-0.4949272,-0.4647485,-0.7336823,-0.02767782,0.7154638,0.1083201,-0.5247581,0.4483382,-0.4355017,-0.1958584,0.7607663,-0.4395594
-0.992613,-0.08847049,0.08300903,0.001350542,0.9934853,-0.06388987,-0.09151448,0.02302351,0.7592244,0.2158957,0.5254221,-0.3176461,-0.4949272,-0.4647485,-0.7336823,-0.02767782,0.7154638,0.1083201,-0.5247581,0.4483382,-0.4355017,-0.1958584,0.7607663,-0.4395594
-0.992613,-0.08847049,0.08300903,0.001350542,0.9934853,-0.06388987,-0.09151448,0.02302351,0.7592244,0.2158957,0.5254221,-0.3176461,-0.4949272,-0.4647485,-0.7336823,-0.02767782,0.7154638,0.1083201,-0.5247581,0.4483382,-0.4355017,-0.1958584,0.7607663,-0.4395594
-0.9926358,-0.0887152,0.08247246,0.001408393,0.993583,-0.06287335,-0.0910358,0.0234997,0.7592065,0.2155915,0.5256457,-0.3175257,-0.494727,-0.4646744,-0.7338606,-0.02777455,0.7157388,0.1090701,-0.5241174,0.4484667,-0.435701,-0.1964979,0.7604496,-0.4396242
-0.9926358,-0.0887152,0.08247246,0.001408393,0.993583,-0.06287335,-0.0910358,0.0234997,0.7592065,0.2155915,0.5256457,-0.3175257,-0.494727,-0.4646744,-0.7338606,-0.02777455,0.7157388,0.1090701,-0.5241174,0.4484667,-0.435701,-0.1964979,0.7604496,-0.4396242
-0.9926358,-0.0887152,0.08247246,0.001408393,0.993583,-0.06287335,-0.0910358,0.0234997,0.7592065,0.2155915,0.5256457,-0.3175257,-0.494727,-0.4646744,-0.7338606,-0.02777455,0.7157388,0.1090701,-0.5241174,0.4484667,-0.435701,-0.1964979,0.7604496,-0.4396242
-0.9926358,-0.0887152,0.08247246,0.001408393,0.993583,-0.06287335,-0.0910358,0.0234997,0.7592065,0.2155915,0.5256457,-0.3175257,-0.494727,-0.4646744,-0.7338606,-0.02777455,0.7157388,0.1090701,-0.5241174,0.4484667,-0.435701,-0.1964979,0.7604496,-0.4396242
-0.9926358,-0.0887152,0.08247246,0.001408393,0.993583,-0.06287335,-0.0910358,0.0234997,0.7592065,0.2155915,0.5256457,-0.3175257,-0.494727,-0.4646744,-0.7338606,-0.02777455,0.7157388,0.1090701,-0.5241174,0.4484667,-0.435701,-0.1964979,0.7604496,-0.4396242
-0.9926283,-0.08914253,0.08210094,0.001389162,0.9936523,-0.06175186,-0.09093208,0.02393994,0.7591954,0.2156159,0.5256844,-0.3174718,-0.4945957,-0.4646432,-0.733965,-0.02787245,0.7158563,0.1095499,-0.5237545,0.4485864,-0.4358616,-0.1969215,0.7602302,-0.4396551
-0.9926283,-0.08914253,0.08210094,0.001389162,0.9936523,-0.06175186,-0.09093208,0.02393994,0.7591954,0.2156159,0.5256844,-0.3174718,-0.4945957,-0.4646432,-0.733965,-0.02787245,0.7158563,0.1095499,-0.5237545,0.4485864,-0.4358616,-0.1969215,0.7602302,-0.4396551
-0.9926295,-0.08937979,0.08182991,0.001314312,0.9936874,-0.0609536,-0.09100272,0.02425746,0.7592303,0.2157444,0.5255564,-0.3175128,-0.4947672,-0.4648072,-0.7337385,-0.0280622,0.7159293,0.1098609,-0.5235299,0.4486558,-0.4361334,-0.1971608,0.7600867,-0.4395265
-0.9926295,-0.08937979,0.08182991,0.001314312,0.9936874,-0.0609536,-0.09100272,0.02425746,0.7592303,0.2157444,0.5255564,-0.3175128,-0.4947672,-0.4648072,-0.7337385,-0.0280622,0.7159293,0.1098609,-0.5235299,0.4486558,-0.4361334,-0.1971608,0.7600867,-0.4395265
-0.9926166,-0.08943251,0.08192787,0.001308177,0.9937051,-0.06063515,-0.09100855,0.02431012,0.7592358,0.2158801,0.5254245,-0.3176255,-0.4948968,-0.4649078,-0.7335798,-0.02825805,0.7159473,0.1099183,-0.5234523,0.4487036,-0.4361818,-0.1971577,0.7600607,-0.4395249
-0.9926127,-0.08942385,0.08198563,0.001292136,0.993723,-0.06050614,-0.09089264,0.02433219,0.7592719,0.2159838,0.5252352,-0.317782,-0.49495,-0.4650288,-0.7334645,-0.02832768,0.7159471,0.1099221,-0.523408,0.4487547,-0.4361902,-0.1971151,0.7600563,-0.4395433
-0.9926095,-0.08942106,0.08202748,0.001272878,0.9937354,-0.06044132,-0.09079532,0.02435423,0.7592959,0.2160413,0.525078,-0.3179452,-0.4949282,-0.4651771,-0.733391,-0.02817199,0.7159266,0.1098799,-0.5233944,0.4488135,-0.4361636,-0.1970847,0.7600569,-0.4395822
-0.9926203,-0.089395,0.08192612,0.001160537,0.9937608,-0.06009366,-0.09069427,0.02455246,0.7593178,0.2158638,0.5250337,-0.3180867,-0.4951104,-0.4652112,-0.7332564,-0.02791412,0.7159834,0.1099848,-0.5232783,0.4488328,-0.4362906,-0.1971541,0.7599949,-0.4395321
-0.9926203,-0.089395,0.08192612,0.001160537,0.9937608,-0.06009366,-0.09069427,0.02455246,0.7593178,0.2158638,0.5250337,-0.3180867,-0.4951104,-0.4652112,-0.7332564,-0.02791412,0.7159834,0.1099848,-0.5232783,0.4488328,-0.4362906,-0.1971541,0.7599949,-0.4395321
-0.9926203,-0.089395,0.08192612,0.001160537,0.9937608,-0.06009366,-0.09069427,0.02455246,0.7593178,0.2158638,0.5250337,-0.3180867,-0.4951104,-0.4652112,-0.7332564,-0.02791412,0.7159834,0.1099848,-0.5232783,0.4488328,-0.4362906,-0.1971541,0.7599949,-0.4395321
-0.9926203,-0.089395,0.08192612,0.001160537,0.9937608,-0.06009366,-0.09069427,0.02455246,0.7593178,0.2158638,0.5250337,-0.3180867,-0.4951104,-0.4652112,-0.7332564,-0.02791412,0.7159834,0.1099848,-0.5232783,0.4488328,-0.4362906,-0.1971541,0.7599949,-0.4395321
-0.9926051,-0.08965082,0.08183272,0.001071232,0.9937884,-0.05944831,-0.09076038,0.02475973,0.7593285,0.2156327,0.5250273,-0.3182281,-0.4953753,-0.4649665,-0.7332355,-0.02784089,0.7160367,0.1105078,-0.5232117,0.4486969,-0.4364977,-0.1975779,0.7599273,-0.4392532
-0.9925754,-0.09001483,0.08179338,0.001034906,0.9938062,-0.05899096,-0.09082413,0.02490751,0.759313,0.2155449,0.5250621,-0.3182673,-0.4953889,-0.4648969,-0.7332813,-0.02755184,0.7161447,0.1109083,-0.5229499,0.4487308,-0.4365556,-0.1978656,0.7598025,-0.4392819
-0.9925767,-0.09006307,0.08172617,0.00103124,0.9938058,-0.05880892,-0.09092107,0.02499562,0.7593315,0.2155162,0.5250698,-0.31823,-0.4954318,-0.464859,-0.7332762,-0.02755629,0.7161411,0.1110166,-0.5228882,0.4487817,-0.4365358,-0.19797,0.7597619,-0.4393247
-0.9925775,-0.09019114,0.08157412,0.001057576,0.9938021,-0.05842676,-0.09116945,0.0251382,0.7593471,0.2157031,0.5250818,-0.3180463,-0.4954285,-0.4649465,-0.7332186,-0.02767116,0.7160122,0.1112089,-0.5228947,0.4489321,-0.4365634,-0.198191,0.7597429,-0.4392304
