0.9827768,0.00505783,0.1847271,-0.0001122281,0.5719875,21.29119,0.09443086,0.9993719,-0.02350028,0.02554907,0.007127294,357.2869,2.911189,0.7482727,0.9173133,0.04161854,-0.2982917,-0.2604348,355.468,325.1998,329.7213,0.6407433,-0.1473183,-0.7006903,0.2770894,11.50897,268.5182,34.96371,0.8577986,0.3168433,0.3292109,0.2353977,22.86646,50.7919,41.65939,0.6843678,0.08420043,0.6652253,-0.2864024,22.86646,50.7919,41.65939
0.982787,0.00502504,0.1846741,-0.0001779289,0.5696902,21.28497,0.08630646,0.9993796,-0.02341911,0.02530152,0.007195564,357.2962,2.882656,0.7570042,0.9173357,0.04154308,-0.2981595,-0.2605193,355.4612,325.2177,329.7137,0.6408231,-0.1472777,-0.7006171,0.2771114,11.51007,268.5316,34.96344,0.857754,0.3168281,0.3295549,0.2350994,22.86523,50.82713,41.6319,0.6843829,0.08405966,0.6651971,-0.286473,22.86523,50.82713,41.6319
0.9828141,0.005041281,0.1845292,-0.0002671629,0.5734191,21.26802,0.0765157,0.9993686,-0.02351494,0.02564333,0.007209205,357.2849,2.921772,0.7573658,0.9172415,0.04180953,-0.2983763,-0.2605603,355.4809,325.185,329.701,0.6408806,-0.147241,-0.7005622,0.2771366,11.51211,268.5419,34.96349,0.8578537,0.3167075,0.3294086,0.2351031,22.86041,50.80107,41.6202,0.6844257,0.08388518,0.6651786,-0.2864651,22.86041,50.80107,41.6202
0.9828355,0.005102357,0.1844131,-0.0003777055,0.582643,21.25444,0.06528838,0.9993513,-0.02373069,0.02612214,0.007177631,357.2599,2.976657,0.7518086,0.9171247,0.0421437,-0.2986748,-0.2605754,355.5061,325.1406,329.6895,0.6409484,-0.1471616,-0.70054,0.2770782,11.51139,268.5482,34.95232,0.8580262,0.3164703,0.3290759,0.2352586,22.84526,50.74701,41.61297,0.6844235,0.08387334,0.6652647,-0.2862739,22.84526,50.74701,41.61297
0.9828531,0.005143034,0.1843181,-0.0004745729,0.5892768,21.24333,0.05518093,0.9993467,-0.02382398,0.0262099,0.007181536,357.2491,2.986658,0.7517399,0.9171139,0.04216335,-0.2986459,-0.2606434,355.5067,325.1437,329.6809,0.6409994,-0.1470486,-0.7005907,0.2768921,11.50538,268.5439,34.92624,0.8581324,0.3162701,0.328972,0.2352861,22.82999,50.72093,41.5989,0.6843405,0.0840331,0.6652792,-0.2863919,22.82999,50.72093,41.5989
0.9828755,0.005204254,0.1841966,-0.0005437867,0.5976399,21.22914,0.04860449,0.9993445,-0.02394979,0.02617968,0.007186576,357.2347,2.9831,0.7520297,0.9171376,0.04215569,-0.2984886,-0.2607413,355.5073,325.1626,329.6694,0.6410341,-0.146971,-0.7006391,0.2767303,11.49891,268.5386,34.90515,0.8581185,0.3162116,0.3290697,0.2352783,22.82067,50.72853,41.59571,0.6842045,0.08426787,0.665304,-0.2865898,22.82067,50.72853,41.59571
0.9829118,0.005231841,0.184002,-0.0005665842,0.6012375,21.20644,0.04649999,0.9993429,-0.02397972,0.02621079,0.007197959,357.2312,2.986619,0.7531603,0.9171457,0.04217021,-0.2984062,-0.2608052,355.5092,325.1721,329.6613,0.641086,-0.1469818,-0.7006028,0.2766964,11.49325,268.5442,34.90361,0.8580494,0.3162972,0.3293183,0.2350679,22.82843,50.76083,41.58365,0.6842204,0.08422814,0.6652402,-0.2867115,22.82843,50.76083,41.58365
0.9829466,0.005293981,0.1838141,-0.0006031137,0.6090153,21.18454,0.04357931,0.9993455,-0.02390723,0.02617772,0.007197087,357.2396,2.982873,0.7533659,0.917174,0.04208702,-0.2983459,-0.260788,355.503,325.1814,329.6657,0.641122,-0.1470118,-0.7005411,0.276753,11.49303,268.5533,34.9119,0.8579417,0.3163576,0.329747,0.2347782,22.82998,50.81176,41.56455,0.6843377,0.0840027,0.665127,-0.2867605,22.82998,50.81176,41.56455
0.9829667,0.005400274,0.1837032,-0.0006694135,0.6223891,21.17159,0.03827999,0.9993449,-0.02392454,0.02618482,0.007200369,357.2376,2.983667,0.7536714,0.9171687,0.04208955,-0.2983546,-0.2607964,355.5026,325.1804,329.6647,0.6411398,-0.1470721,-0.7005076,0.2767648,11.48808,268.5568,34.91829,0.8579031,0.3163435,0.3299923,0.2345939,22.82736,50.83719,41.54791,0.6844368,0.08379889,0.6650972,-0.2866526,22.82736,50.83719,41.54791
0.9829768,0.005450332,0.1836476,-0.0006934075,0.6285349,21.16511,0.03659548,0.999342,-0.02397807,0.02624146,0.007214393,357.2314,2.990094,0.7549644,0.9171076,0.04214452,-0.2984184,-0.260929,355.5017,325.1719,329.6481,0.6411964,-0.1471129,-0.7004809,0.2766796,11.47621,268.5598,34.91456,0.8579195,0.3163096,0.3301155,0.234406,22.82851,50.8464,41.52683,0.6845028,0.0837136,0.6650666,-0.286591,22.82851,50.8464,41.52683
0.9829863,0.005423204,0.183598,-0.0006829772,0.6252616,21.15933,0.03716793,0.999349,-0.02379747,0.02618562,0.007049565,357.2526,2.984251,0.7367539,0.9171204,0.04207863,-0.2984755,-0.2608295,355.4965,325.1667,329.6618,0.6412803,-0.1470971,-0.7004318,0.2766176,11.46928,268.5684,34.90862,0.8578634,0.3161828,0.3304555,0.234303,22.80711,50.87687,41.51291,0.6844625,0.08377224,0.6650046,-0.286814,22.80711,50.87687,41.51291
0.9830002,0.005413504,0.1835237,-0.0007052863,0.6246409,21.15065,0.03440353,0.9993494,-0.0237421,0.0262203,0.007058135,357.2589,2.98824,0.7378048,0.9171007,0.04203406,-0.2985323,-0.2608407,355.4896,325.1614,329.6623,0.6413531,-0.1470048,-0.7004004,0.2765773,11.47064,268.5767,34.89812,0.8578234,0.3162226,0.330653,0.2341175,22.81165,50.90027,41.49917,0.6843904,0.08386243,0.664933,-0.2871257,22.81165,50.90027,41.49917
0.9830106,0.005387474,0.1834685,-0.0007584514,0.6228284,21.14417,0.02783203,0.9993474,-0.02372852,0.02629197,0.007107678,357.2602,2.996334,0.7433286,0.917078,0.04197551,-0.2985984,-0.2608543,355.4809,325.1555,329.663,0.6414401,-0.1468895,-0.7003927,0.2764563,11.46764,268.582,34.87838,0.8578381,0.3162161,0.3306583,0.2340648,22.81355,50.89952,41.49287,0.6843637,0.08393815,0.6648924,-0.2872609,22.81355,50.89952,41.49287
0.9830109,0.00545691,0.1834639,-0.0008397101,0.6323587,21.14361,0.02013514,0.9993482,-0.02399682,0.0259615,0.007297828,357.2292,2.957731,0.7652521,0.9171384,0.04179601,-0.2982751,-0.2610406,355.4655,325.1991,329.6463,0.6415627,-0.1466754,-0.7004005,0.2762658,11.46624,268.588,34.8444,0.8578025,0.316427,0.330631,0.2339487,22.8402,50.90889,41.49502,0.6843518,0.08393617,0.6649872,-0.2870705,22.8402,50.90889,41.49502
0.9829978,0.005463726,0.1835341,-0.0008807825,0.6339889,21.15177,0.01569688,0.999353,-0.024165,0.02557823,0.007449878,357.2097,2.913231,0.7832649,0.9171813,0.04167375,-0.2980114,-0.2612106,355.455,325.2341,329.6299,0.6416448,-0.1464895,-0.7003978,0.2761807,11.47172,268.5948,34.82202,0.8578203,0.3165309,0.3304862,0.2339478,22.85622,50.8986,41.49965,0.6842914,0.08399748,0.6651416,-0.2868386,22.85622,50.8986,41.49965
0.9829825,0.005467127,0.1836157,-0.0008933658,0.6346355,21.16128,0.01440362,0.9993548,-0.02417103,0.02549409,0.007468992,357.2091,2.90352,0.7856744,0.9171613,0.04167202,-0.298104,-0.2611755,355.4531,325.2232,329.6344,0.6416847,-0.1464566,-0.7003666,0.2761845,11.47281,268.6011,34.82016,0.8579413,0.3163916,0.3302556,0.2340179,22.84996,50.86219,41.49224,0.6842486,0.08410708,0.6652107,-0.2867483,22.84996,50.86219,41.49224
0.9829785,0.005427591,0.1836385,-0.0009105008,0.6305423,21.16392,0.01165606,0.9993536,-0.02415812,0.02554679,0.007498673,357.2104,2.909491,0.7889673,0.9171235,0.04179929,-0.2982703,-0.261098,355.464,325.1998,329.6397,0.641684,-0.1465612,-0.7003343,0.2762126,11.46624,268.6028,34.83153,0.8580063,0.3163625,0.3300887,0.2340544,22.85278,50.8406,41.49065,0.6842369,0.08422651,0.6651565,-0.2868668,22.85278,50.8406,41.49065
0.9829823,0.005323548,0.1836203,-0.001022588,0.6211811,21.16171,-0.003171395,0.9993531,-0.02413954,0.02554693,0.007615378,357.2122,2.909194,0.8024018,0.917116,0.04185904,-0.2982872,-0.2610953,355.4698,325.1961,329.6381,0.6416516,-0.1466154,-0.7003784,0.2761472,11.45879,268.5938,34.82956,0.8580744,0.3163398,0.3299029,0.2340973,22.85668,50.81728,41.48987,0.6842398,0.08445974,0.6651261,-0.2868619,22.85668,50.81728,41.48987
0.9829838,0.005217499,0.1836158,-0.001031414,0.609421,21.16115,359.9936,0.9993529,-0.02410394,0.02557276,0.007672758,357.2161,2.912021,0.8090113,0.9170622,0.04182249,-0.2982841,-0.2612938,355.459,325.1983,329.6167,0.6416301,-0.1464277,-0.7004491,0.2761172,11.47307,268.5885,34.81073,0.8581378,0.3163333,0.3296949,0.234167,22.86168,50.79289,41.49284,0.6842317,0.08460692,0.6651734,-0.2867282,22.86168,50.79289,41.49284
0.9829976,0.005100267,0.1835447,-0.001028004,0.596143,21.15284,359.9915,0.9993542,-0.02401636,0.02559367,0.007703764,357.226,2.914393,0.8127602,0.9170759,0.04182439,-0.2982293,-0.261308,355.4604,325.2047,329.6147,0.6415948,-0.1464499,-0.7004852,0.2760963,11.47145,268.5819,34.81017,0.8581281,0.3163939,0.3296766,0.2341461,22.86916,50.79454,41.49463,0.6842554,0.08470877,0.6651513,-0.2866928,22.86916,50.79454,41.49463
0.9830286,0.005090833,0.1833786,-0.001080408,0.59618,21.13344,359.9853,0.9993527,-0.02402881,0.02561859,0.007783814,357.2243,2.917022,0.8218335,0.9171284,0.04174458,-0.2980781,-0.2613088,355.4568,325.2246,329.6167,0.6415611,-0.1464523,-0.7005474,0.2760152,11.46722,268.5716,34.80239,0.8580514,0.3165406,0.3298229,0.2340231,22.88259,50.8203,41.49485,0.6841956,0.08488467,0.6650978,-0.2869076,22.88259,50.8203,41.49485
0.9830547,0.005092138,0.1832383,-0.001151226,0.597812,21.11705,359.9772,0.9993504,-0.02409841,0.02561936,0.007861815,357.2162,2.916845,0.8305745,0.917165,0.04173543,-0.297941,-0.2613381,355.4591,325.241,329.613,0.6415625,-0.1464748,-0.7005809,0.275915,11.45838,268.5654,34.79499,0.8579502,0.3166943,0.3300406,0.2338794,22.89456,50.85485,41.49479,0.684132,0.08501071,0.6650581,-0.2871137,22.89456,50.85485,41.49479
0.9830739,0.00506455,0.183136,-0.00115988,0.5948832,21.10511,359.9756,0.9993491,-0.02413757,0.02562147,0.007898992,357.2115,2.916957,0.8347184,0.9171582,0.04175254,-0.2978719,-0.2614379,355.4596,325.249,329.6008,0.6415995,-0.1464738,-0.7005763,0.2758413,11.45163,268.5662,34.78856,0.8578922,0.3168015,0.3301685,0.2337663,22.90463,50.87582,41.49279,0.6840951,0.08504192,0.6650722,-0.2871598,22.90463,50.87582,41.49279
0.9830981,0.004963752,0.183009,-0.001137992,0.5830655,21.0903,359.9759,0.9993483,-0.02410779,0.025664,0.007939964,357.2148,2.921742,0.8393834,0.9171383,0.04183383,-0.2978352,-0.2615367,355.4658,325.2513,329.5867,0.6416444,-0.1464271,-0.7005429,0.2758464,11.45371,268.5733,34.78573,0.8578445,0.3169167,0.3302422,0.2336811,22.91642,50.89127,41.49339,0.6841186,0.08492377,0.6651247,-0.2870172,22.91642,50.89127,41.49339
0.9831249,0.004887083,0.1828666,-0.001154879,0.5747781,21.07368,359.9723,0.9993471,-0.02407041,0.0257267,0.008020054,357.2188,2.928739,0.8484995,0.9171263,0.04188675,-0.2977975,-0.2616131,355.4698,325.2545,329.576,0.6416534,-0.1463548,-0.7005373,0.2758782,11.46141,268.5767,34.78273,0.8577937,0.3170168,0.3303314,0.2336054,22.92561,50.90774,41.49427,0.684213,0.08481818,0.6651169,-0.2868415,22.92561,50.90774,41.49427
0.9831463,0.004783191,0.1827541,-0.001174876,0.563489,21.06054,359.9678,0.9993483,-0.02395468,0.02576924,0.00807608,357.2319,2.933547,0.8551404,0.9171171,0.04194476,-0.2977865,-0.2616488,355.475,325.2542,329.57,0.6416293,-0.1463017,-0.7005649,0.2758923,11.46785,268.5739,34.77927,0.857759,0.3170432,0.3304226,0.2335682,22.92593,50.91997,41.494,0.6842708,0.08477317,0.6650906,-0.2867779,22.92593,50.91997,41.494
