-0.3274575,0.3569847,0.8237964,-0.294437,-0.8780582,0.2202607,0.4154887,0.08870655
-0.3249026,0.3579298,0.8248119,-0.2932746,-0.8770205,0.2202101,0.417618,0.08909678
-0.322652,0.3585751,0.8257977,-0.292195,-0.8761045,0.2198378,0.4196194,0.08962278
-0.3206094,0.359065,0.82676,-0.2911192,-0.8752484,0.2192094,0.4215798,0.09032535
-0.3188865,0.3591253,0.8277485,-0.2901259,-0.87449,0.2182113,0.4234994,0.09110227
-0.3176239,0.3586743,0.8286746,-0.2894242,-0.8743256,0.2156633,0.4249774,0.09186263
-0.3171389,0.3569606,0.8296829,-0.2891863,-0.8753607,0.2098455,0.4254196,0.09341992
-0.3175494,0.3545549,0.8304794,-0.2894088,-0.8775837,0.1995104,0.4250107,0.09699944
-0.3174842,0.3529544,0.8313249,-0.2890094,-0.8801973,0.1862783,0.4239899,0.103856
-0.316347,0.3512246,0.833495,-0.2860992,-0.8833444,0.1695996,0.421911,0.1137121
-0.313541,0.3489912,0.8379631,-0.2787749,-0.8861002,0.152017,0.4188488,0.1276073
-0.3089405,0.3465519,0.8446035,-0.2666512,-0.8880969,0.1343754,0.4151512,0.1444891
-0.3054354,0.3439723,0.8514704,-0.2517753,-0.8881514,0.1189783,0.4116044,0.1661738
-0.3037791,0.3429414,0.8573298,-0.2347242,-0.8863503,0.1042585,0.4083182,0.1918063
-0.3076408,0.3380699,0.8676856,-0.1954172,-0.8833979,0.08647393,0.4047286,0.2198309
-0.3076408,0.3380699,0.8676856,-0.1954172,-0.8790787,0.06661208,0.4008463,0.2492104
-0.3178021,0.3304545,0.8763118,-0.147917,-0.8664249,0.02341394,0.391413,0.3091209
-0.3252142,0.3267577,0.879134,-0.120784,-0.8576704,0.002795719,0.3865799,0.3390428
-0.3338111,0.322709,0.8807722,-0.09311226,-0.8475275,-0.01880861,0.3821995,0.3677871
-0.3418041,0.3201326,0.8810971,-0.06598069,-0.8361434,-0.04244502,0.3777711,0.3954139
-0.3490916,0.3181998,0.8805569,-0.03878043,-0.8232189,-0.06577805,0.3732533,0.4226894
-0.3561647,0.3164771,0.8791305,-0.01091249,-0.8088939,-0.0865203,0.3690114,0.449484
-0.3638983,0.3133522,0.8769813,0.01709923,-0.7942597,-0.1050325,0.3651661,0.4741031
-0.3727728,0.3085652,0.8740565,0.04305079,-0.7789836,-0.1267513,0.3628488,0.4954389
-0.382838,0.302911,0.8702065,0.0664915,-0.7640933,-0.1378189,0.3614868,0.5162316
-0.3942924,0.2967719,0.8654158,0.08669207,-0.7499037,-0.1505719,0.3612667,0.5333471
-0.4073385,0.28911,0.860216,0.1025657,-0.7357317,-0.1573617,0.3596212,0.5519143
-0.4195815,0.2788814,0.856092,0.1152539,-0.7223378,-0.1667919,0.3580987,0.5676038
-0.4290871,0.2684226,0.8529767,0.1275339,-0.722338,-0.166792,0.3580987,0.5676039
-0.4371269,0.2583814,0.8502501,0.1386883,-0.6978754,-0.1826517,0.3571706,0.5933277
-0.4434969,0.2492305,0.8479259,0.1490528,-0.687606,-0.1898686,0.3564844,0.60338
-0.4480067,0.2434821,0.8451606,0.1603443,-0.6787749,-0.1939771,0.3559136,0.6123428
-0.4519541,0.2402384,0.8418745,0.1710866,-0.6710091,-0.1978199,0.3554221,0.6199109
-0.4565994,0.2378498,0.8383349,0.1792746,-0.6635241,-0.1998459,0.3555973,0.627175
-0.4610192,0.2356186,0.8352093,0.1853946,-0.6570637,-0.2021196,0.3556985,0.633162
-0.464664,0.2328571,0.8328888,0.1901614,-0.651926,-0.2042899,0.3557435,0.6377343
-0.4669601,0.2311612,0.831251,0.1937397,-0.6473395,-0.2049603,0.3561729,0.6419379
-0.4689656,0.2301306,0.8298236,0.1962257,-0.6436779,-0.2048199,0.3567432,0.6453388
-0.4708826,0.2301704,0.8284178,0.1975227,-0.6407201,-0.2037257,0.3579651,0.6479464
-0.4726534,0.2311189,0.8271511,0.1974952,-0.638521,-0.2025131,0.359821,0.6494681
