w,x,y,z,x,y,z,w,x,y,z,x,y,z,w,x,y,z,x,y,z,w,x,y,z,x,y,z,w,x,y,z,x,y,z,w,x,y,z,x,y,z
-0.01872081,-0.001695153,0.9993404,-0.03107463,3.564477,182.1424,359.8723,-0.04723868,0.01397344,0.9986961,0.01339871,358.3908,185.3947,1.527404,0.2951949,-0.193858,0.9347579,-0.03881987,357.5999,145.4295,337.3142,0.780578,-0.08962587,0.6155927,0.0609221,347.5888,76.61845,359.106,-0.4643692,0.3954096,0.7913386,0.04238039,334.2589,231.1422,40.62099,-0.2631765,0.8344485,0.03501215,0.4829167,334.2589,231.1422,40.62099
-0.01897886,-0.001863489,0.999319,-0.03159128,3.624097,182.1714,359.855,-0.04869024,0.01405592,0.9986264,0.01331605,358.3976,185.5613,1.534964,0.2951949,-0.1938579,0.9347579,-0.03881986,357.5999,145.4295,337.3142,0.7805778,-0.08962591,0.6155925,0.06092212,347.5888,76.61845,359.106,-0.4643691,0.3954095,0.7913384,0.0423804,334.2589,231.1422,40.62099,-0.2631764,0.8344485,0.03501211,0.4829166,334.2589,231.1422,40.62099
-0.01935039,-0.002036527,0.9992954,-0.03209972,3.682815,182.2135,359.8376,-0.05007023,0.0142014,0.9985545,0.01343052,358.3815,185.7192,1.548754,0.3071158,-0.1569666,0.9365982,-0.06185321,1.114436,143.5003,340.6047,0.7921412,-0.1247707,0.5939497,0.06456814,344.0754,74.10825,357.2629,-0.4649345,0.3956418,0.7908754,0.04266103,334.1909,231.2055,40.62331,-0.2641186,0.8345854,0.03382174,0.4822501,334.1909,231.2055,40.62331
-0.01977168,-0.002237268,0.9992764,-0.03241812,3.719835,182.2611,359.8169,-0.05105865,0.0144025,0.9985045,0.01321331,358.4037,185.8327,1.571433,0.3108281,-0.139713,0.9373886,-0.0718954,2.747489,142.8778,342.1228,0.7975419,-0.1319354,0.5842884,0.07160506,342.895,72.81429,357.6038,-0.4663126,0.3961775,0.7897522,0.043447,334.0167,231.3583,40.62092,-0.2639082,0.8350078,0.03275525,0.4817072,334.0167,231.3583,40.62092
-0.02037367,-0.002551152,0.9992443,-0.03300414,3.787852,182.329,359.7845,-0.05155799,0.01470172,0.998485,0.01238866,358.4955,185.8907,1.609713,0.3128992,-0.1261138,0.9380845,-0.0786576,3.936632,142.5314,343.3508,0.8025771,-0.1337864,0.5751345,0.08480592,341.8023,71.4231,358.9286,-0.4668525,0.3962959,0.789336,0.04412961,333.9159,231.411,40.59363,-0.2635618,0.8354944,0.03167802,0.4811251,333.9159,231.411,40.59363
-0.02037367,-0.002551152,0.9992443,-0.03300414,3.787852,182.329,359.7845,-0.05107662,0.0152527,0.9985123,0.01148249,358.5967,185.836,1.678768,0.31255,-0.1162206,0.9394006,-0.07957435,4.407804,142.5902,344.4016,0.8066993,-0.1327906,0.5666345,0.102609,340.6992,70.01378,0.9144033,-0.4668525,0.3962959,0.7893359,0.04412962,333.9159,231.411,40.59363,-0.2635484,0.8357508,0.03092075,0.4807363,333.9159,231.411,40.59363
-0.02062938,-0.002539987,0.999232,-0.03322155,3.812803,182.3584,359.7872,-0.05025046,0.01588436,0.9985545,0.01058013,358.6978,185.7418,1.757388,0.309503,-0.1087549,0.941736,-0.07425548,4.159784,143.0818,345.4359,0.8100643,-0.1282008,0.5587646,0.1230561,339.8047,68.58369,3.426799,-0.4681585,0.3963508,0.7884708,0.04525087,333.7386,231.5572,40.52,-0.2639093,0.8357687,0.03046633,0.4805362,333.7386,231.5572,40.52
-0.02094133,-0.002403154,0.9992234,-0.03329459,3.820915,182.3947,359.8043,-0.04977764,0.01632534,0.9985811,0.009589829,358.8094,185.6886,1.814084,0.3044803,-0.103476,0.9447059,-0.06415399,3.336526,143.8739,346.4099,0.8126789,-0.1201397,0.5511381,0.1461741,339.1211,67.09637,6.462244,-0.4688948,0.3963285,0.7880052,0.04592801,333.6371,231.6401,40.4699,-0.2642914,0.8357542,0.03001041,0.4803798,333.6371,231.6401,40.4699
-0.02151507,-0.002155608,0.9992167,-0.03314489,3.803257,182.4615,359.8345,-0.05009164,0.01691427,0.9985523,0.009925598,358.7671,185.7234,1.879224,0.2938147,-0.100052,0.9499047,-0.03665936,0.6218034,145.5588,347.7819,0.8120101,-0.09645167,0.5390689,0.2018458,338.0216,64.43289,13.96645,-0.4697943,0.3963728,0.787397,0.04677828,333.5067,231.7394,40.41635,-0.2644728,0.8361704,0.02871418,0.4796344,333.5067,231.7394,40.41635
-0.02177703,-0.002022395,0.9992155,-0.03301945,3.788587,182.4921,359.8505,-0.04997636,0.01712428,0.9985464,0.01068728,358.6789,185.7085,1.899093,0.2938147,-0.100052,0.9499047,-0.03665935,0.6218032,145.5588,347.7819,0.8086088,-0.08218563,0.5345473,0.2316398,337.6318,63.33477,18.06397,-0.4707427,0.3959958,0.7869658,0.04768369,333.3926,231.8539,40.30709,-0.2647668,0.836413,0.02820561,0.4790788,333.3926,231.8539,40.30709
-0.02208458,-0.001872944,0.9992132,-0.03289182,3.773628,182.528,359.8685,-0.04987776,0.01707389,0.9985486,0.01103386,358.6397,185.6967,1.891495,0.2898073,-0.1012411,0.9514631,-0.02191268,359.0269,146.2205,348.148,0.8033777,-0.06645465,0.5309885,0.2611887,337.4088,62.4334,22.21635,-0.4716143,0.3953102,0.786725,0.04872239,333.2865,231.9623,40.1563,-0.2653719,0.8365213,0.02786037,0.4785753,333.2865,231.9623,40.1563
-0.02238114,-0.001726548,0.9992118,-0.03274292,3.756224,182.5625,359.886,-0.0501709,0.01683991,0.9985314,0.01159594,358.5762,185.7296,1.861112,0.2859747,-0.1074192,0.9521739,0.006683225,355.7467,146.9986,348.3873,0.7963915,-0.04931077,0.5286584,0.2895679,337.3745,61.80037,26.30759,-0.4725138,0.3943322,0.7866066,0.04982877,333.1892,232.08,39.9657,-0.266152,0.8365425,0.02765828,0.4781159,333.1892,232.08,39.9657
-0.02261564,-0.001620419,0.9992115,-0.03259275,3.738761,182.5898,359.8987,-0.05061194,0.01647656,0.998503,0.01259918,358.4626,185.7791,1.813132,0.286388,-0.111608,0.9513913,0.01950216,354.2012,147.0872,348.3326,0.7877063,-0.03086717,0.5276408,0.3164829,337.5047,61.46947,30.2913,-0.4734942,0.3932793,0.7864702,0.05098353,333.0878,232.2099,39.76134,-0.2671242,0.8365069,0.027473,0.4776466,333.0878,232.2099,39.76134
-0.02281722,-0.001542385,0.9992122,-0.03243709,3.720735,182.6133,359.908,-0.05111101,0.01595946,0.9984731,0.01359212,358.3511,185.8356,1.747413,0.2876791,-0.1161199,0.9501541,0.03105318,352.7718,147.0581,348.2044,0.7774975,-0.01264178,0.5278382,0.3416506,337.6459,61.41865,34.05599,-0.4747496,0.3919729,0.7862893,0.05214819,332.9875,232.3834,39.51722,-0.2683755,0.8363205,0.02743289,0.477274,332.9875,232.3834,39.51722
-0.02294312,-0.001482267,0.9992172,-0.0321987,3.693264,182.6279,359.9148,-0.05140257,0.01541846,0.9984565,0.0143115,358.2715,185.8689,1.680804,0.2894892,-0.121513,0.9485212,0.04169471,351.4049,146.9642,347.9527,0.7660059,0.004267953,0.5287582,0.3655567,337.6636,61.53972,37.6145,-0.4761446,0.3903003,0.7861922,0.05342363,332.8912,232.5827,39.21917,-0.2697458,0.8360026,0.02744172,0.4770576,332.8912,232.5827,39.21917
-0.02292234,-0.001405098,0.9992282,-0.03187264,3.655686,182.6258,359.9227,-0.05145137,0.01484008,0.9984524,0.01502361,358.1933,185.8744,1.61035,0.2918362,-0.1274504,0.9465454,0.05138393,350.1154,146.8042,347.6157,0.7537746,0.02014535,0.5303733,0.3874565,337.6277,61.82708,40.90163,-0.4772377,0.3889644,0.7860778,0.05507402,332.7521,232.7261,38.9551,-0.2709565,0.835703,0.02727254,0.4769067,332.7521,232.7261,38.9551
-0.02285028,-0.001302036,0.999243,-0.03146117,3.608249,182.6179,359.9332,-0.05150011,0.01446227,0.9984357,0.01627947,358.0517,185.879,1.559682,0.2946765,-0.1333091,0.9443718,0.05963955,348.9766,146.576,347.2493,0.7407466,0.0373261,0.5334501,0.4066113,337.7583,62.45229,43.93484,-0.4783222,0.3878339,0.7858315,0.05711443,332.5623,232.8565,38.69959,-0.2717918,0.8354803,0.02668867,0.4768542,332.5623,232.8565,38.69959
-0.02266166,-0.001213801,0.9992555,-0.03120339,3.578461,182.5965,359.9419,-0.05131789,0.01413205,0.9984285,0.01753446,357.9103,185.857,1.51494,0.2979226,-0.1396296,0.9419669,0.06666537,347.9485,146.2976,346.7993,0.7271028,0.05707055,0.5386968,0.4217469,338.1983,63.58175,46.61685,-0.4799197,0.3864327,0.7854151,0.05891061,332.3899,233.0703,38.40515,-0.2724773,0.8351855,0.02605211,0.4770148,332.3899,233.0703,38.40515
-0.02240281,-0.001084223,0.9992687,-0.03097205,3.551597,182.5672,359.9553,-0.05043772,0.01375334,0.9984639,0.01836094,357.8192,185.7558,1.468698,0.3012823,-0.1467563,0.9393491,0.07290554,346.9738,146.013,346.2372,0.7129856,0.07714368,0.5456401,0.4335643,338.7071,65.07575,48.92925,-0.4811772,0.385203,0.7850936,0.06095653,332.1982,233.2299,38.13043,-0.2736364,0.834471,0.02578724,0.4776158,332.1982,233.2299,38.13043
-0.0220315,-0.001032437,0.9992807,-0.03085311,3.537816,182.5248,359.9596,-0.04995215,0.01310376,0.9984849,0.01901072,357.7492,185.7007,1.391695,0.304256,-0.1548812,0.936622,0.07861351,346.0244,145.7894,345.5412,0.6988666,0.09442636,0.5533298,0.4432784,338.9873,66.66138,50.86522,-0.4817635,0.3841786,0.7850337,0.06350834,331.9736,233.2839,37.87907,-0.275362,0.8333097,0.0259138,0.4786437,331.9736,233.2839,37.87907
-0.02156428,-0.001012766,0.9992942,-0.0307429,3.525117,182.4712,359.9599,-0.0502238,0.01232528,0.9984703,0.01956705,357.6896,185.733,1.298766,0.3064993,-0.1638368,0.9339015,0.08392936,345.0963,145.6706,344.7264,0.6844621,0.1083863,0.5620339,0.4515331,338.9501,68.32194,52.45331,-0.4824128,0.3833085,0.78484,0.06617452,331.7253,233.3424,37.63923,-0.277182,0.8321303,0.02580808,0.4796494,331.7253,233.3424,37.63923
-0.0210598,-0.001006534,0.99931,-0.03057961,3.506365,182.4133,359.9585,-0.05002141,0.01174619,0.9984761,0.02013386,357.6283,185.7105,1.229702,0.3077711,-0.1735267,0.9312655,0.08893863,344.1891,145.6884,343.7989,0.6708071,0.1165201,0.5712487,0.4583843,338.446,69.86273,53.54704,-0.4835089,0.3820638,0.7845442,0.06882644,331.4805,233.474,37.3394,-0.2786892,0.8311955,0.02540865,0.4804174,331.4805,233.474,37.3394
-0.02054766,-0.001059894,0.9993216,-0.03054971,3.503041,182.3543,359.9505,-0.04946162,0.01134055,0.9984914,0.02097886,357.5346,185.6464,1.17984,0.3075528,-0.1835057,0.9289387,0.0938634,343.3059,145.9046,342.8031,0.6584831,0.1199242,0.5807245,0.463441,337.6461,71.28463,54.14788,-0.4847045,0.3803919,0.7843745,0.07155753,331.2485,233.6306,36.97961,-0.2801293,0.8304015,0.02500387,0.4809742,331.2485,233.6306,36.97961
-0.0200204,-0.001010838,0.9993414,-0.03025278,3.468868,182.294,359.9536,-0.04953276,0.01084534,0.9984769,0.0217546,357.4485,185.6551,1.118591,0.3055809,-0.1938767,0.9269229,0.09922993,342.3954,146.3604,341.7326,0.6465112,0.120022,0.5908988,0.4673939,336.5984,72.70306,54.39724,-0.4854501,0.3789025,0.7843537,0.07456812,330.9972,233.7176,36.6435,-0.2818917,0.8294944,0.02479356,0.4815202,330.9972,233.7176,36.6435
-0.01942307,-0.000995664,0.9993615,-0.02997719,3.437215,182.2254,359.9526,-0.04977696,0.01018435,0.9984624,0.02217095,357.4043,185.6845,1.039906,0.3019012,-0.2045058,0.9251805,0.1052355,341.4456,147.0538,340.6018,0.6347067,0.1169825,0.6019038,0.4702922,335.3142,74.15694,54.29467,-0.4862321,0.377058,0.7844619,0.07762391,330.7605,233.8202,36.2598,-0.2839596,0.8284342,0.0246489,0.4821372,330.7605,233.8202,36.2598
-0.01879483,-0.000936327,0.9993841,-0.02962206,3.396353,182.1535,359.9565,-0.04989758,0.009545423,0.9984482,0.02281805,357.3338,185.6996,0.9627447,0.2961648,-0.2145323,0.9240255,0.111533,340.5374,148.0119,339.4866,0.624146,0.1099088,0.6139325,0.4705836,333.8569,75.6813,53.58157,-0.4874327,0.3747008,0.7845668,0.08039902,330.5648,234.0015,35.81061,-0.2859862,0.8273789,0.02445661,0.4827614,330.5648,234.0015,35.81061
-0.018163,-0.000955668,0.9994025,-0.0293953,3.370372,182.0809,359.9517,-0.04992454,0.008918596,0.9984393,0.02339816,357.2709,185.704,0.8875833,0.2887884,-0.2253696,0.9231852,0.11636,339.8175,149.1887,338.1774,0.6150832,0.09967359,0.62754,0.4668322,332.4,77.45307,52.10946,-0.4888726,0.3723473,0.7845262,0.08294753,330.3824,234.2229,35.36255,-0.2879172,0.8262929,0.02425381,0.4834834,330.3824,234.2229,35.36255
-0.01761128,-0.000993024,0.999418,-0.02919966,3.347996,182.0175,359.9451,-0.05007097,0.008351558,0.9984247,0.02390259,357.2163,185.722,0.819359,0.2808201,-0.2375136,0.9222718,0.1189216,339.3442,150.449,336.6203,0.6082143,0.08813762,0.6430936,0.4568787,331.2873,79.66624,49.72336,-0.4901973,0.3701144,0.7844753,0.08556021,330.1918,234.427,34.92904,-0.2898898,0.8251407,0.02402312,0.484283,330.1918,234.427,34.92904
-0.01712939,-0.000958509,0.9994344,-0.02892546,3.316472,181.9623,359.9469,-0.04991186,0.007959722,0.9984236,0.02441175,357.1603,185.7046,0.7720278,0.272934,-0.250044,0.921167,0.120153,339.0316,151.6962,334.9698,0.6041068,0.07346019,0.6589974,0.4420197,330.4078,82.02443,46.51112,-0.4912528,0.3680606,0.7844781,0.08829773,329.9896,234.5895,34.51982,-0.291951,0.8238734,0.02387567,0.4852087,329.9896,234.5895,34.51982
-0.01664336,-0.000940168,0.9994491,-0.02870157,3.290748,181.9065,359.947,-0.04962827,0.007509818,0.9984422,0.02437331,357.1675,185.6733,0.7215111,0.2648111,-0.2611335,0.9204252,0.1204243,338.9007,152.929,333.4558,0.6025164,0.05432701,0.6738293,0.4242366,329.585,84.27637,42.66398,-0.4920515,0.3662837,0.7844874,0.09111243,329.7739,234.7103,34.14872,-0.2937325,0.8227305,0.02348758,0.4860908,329.7739,234.7103,34.14872
-0.01664336,-0.000940168,0.9994491,-0.02870157,3.290748,181.9065,359.947,-0.04965545,0.006743812,0.9984677,0.02347451,357.2747,185.6789,0.6387633,0.2569519,-0.2697771,0.9203672,0.1188293,339.0611,154.038,332.2046,0.6028278,0.03214305,0.6872341,0.4040732,328.8934,86.42742,38.35913,-0.4935326,0.3633378,0.7842627,0.096661,329.3193,234.9288,33.4852,-0.2952726,0.8217977,0.0227375,0.4867706,329.3193,234.9288,33.4852
-0.01664336,-0.000940168,0.9994491,-0.02870157,3.290748,181.9065,359.947,-0.04997995,0.005940818,0.9984561,0.0235027,357.2759,185.7184,0.5457349,0.2504627,-0.2767629,0.9206333,0.1144791,339.5479,154.8769,331.1398,0.6047299,0.01063026,0.6999328,0.3798466,328.743,88.66187,33.69853,-0.4935327,0.3633379,0.784263,0.09666102,329.3193,234.9288,33.4852,-0.2971104,0.8208051,0.02216041,0.4873539,329.3193,234.9288,33.4852
-0.01567721,-0.000810061,0.9994808,-0.0281384,3.225907,181.7961,359.9577,-0.05030091,0.005250142,0.9984287,0.02413538,357.2073,185.757,0.4621127,0.2464865,-0.2819823,0.9209965,0.1072199,340.3358,155.2959,330.3008,0.6086919,-0.009406358,0.7110893,0.351793,329.2187,90.76513,28.87628,-0.494407,0.3601602,0.7845187,0.1018678,328.938,235.0785,32.82739,-0.299419,0.8196053,0.02195729,0.4879692,328.938,235.0785,32.82739
-0.01567721,-0.000810061,0.9994808,-0.0281384,3.225907,181.7961,359.9577,-0.0509626,0.004539107,0.9983991,0.02412174,357.2127,185.835,0.3788934,0.2454486,-0.285379,0.9212831,0.0977316,341.3269,155.2598,329.7081,0.6143599,-0.02921358,0.7196289,0.3222467,330.0204,92.47716,24.11505,-0.4951242,0.358183,0.7846741,0.1041346,328.7942,235.2099,32.4552,-0.3016693,0.8184798,0.02163763,0.4884863,328.7942,235.2099,32.4552
-0.01557805,-0.000833773,0.9994976,-0.02759429,3.163579,181.7846,359.9537,-0.05178639,0.00391643,0.998358,0.02417907,357.2095,185.9313,0.3049304,0.247526,-0.2867545,0.9214302,0.0864257,342.4686,154.761,329.3814,0.621158,-0.05026991,0.7251177,0.2929854,330.8335,93.71939,19.47178,-0.4960356,0.3562154,0.7847282,0.10612,328.6717,235.3738,32.08923,-0.3035779,0.8175869,0.02110205,0.4888224,328.6717,235.3738,32.08923
-0.01578537,-0.000936385,0.9995015,-0.02733259,3.133778,181.808,359.9421,-0.05320011,0.003190871,0.9982757,0.0246054,357.1647,186.0957,0.2152789,0.2518817,-0.2863415,0.9215044,0.07344551,343.7631,153.9155,329.2617,0.6280412,-0.07413194,0.7278518,0.2651431,331.3743,94.60858,14.86112,-0.4970129,0.3541467,0.7847918,0.1079838,328.5657,235.5525,31.71351,-0.3054191,0.8167089,0.02067531,0.4891613,328.5657,235.5525,31.71351
-0.01578537,-0.000936385,0.9995015,-0.02733259,3.133778,181.808,359.9421,-0.05438735,0.001706781,0.9982101,0.02481758,357.1494,186.2363,0.04061148,0.2578107,-0.2851373,0.9212803,0.05893856,345.1896,152.8327,329.2027,0.6435108,-0.120522,0.7250671,0.2136507,332.2939,95.21651,6.498441,-0.497013,0.3541467,0.7847918,0.1079838,328.5657,235.5525,31.7135,-0.3075803,0.8156391,0.02076994,0.4895878,328.5657,235.5525,31.7135
-0.01629636,-0.001049389,0.9994907,-0.02742063,3.144109,181.8663,359.9309,-0.05441423,0.00100688,0.9982257,0.02416586,357.2284,186.2412,359.9644,0.2657417,-0.2832167,0.9205239,0.04249503,346.7759,151.4554,329.175,0.6435107,-0.120522,0.725067,0.2136507,332.2939,95.21651,6.498446,-0.4984675,0.3501416,0.7851056,0.1119848,328.338,235.8361,30.98235,-0.3101343,0.8143997,0.02044803,0.4900533,328.338,235.8361,30.98235
-0.01629636,-0.001049389,0.9994907,-0.02742063,3.144109,181.8663,359.9309,-0.05448544,0.000355371,0.9982423,0.02331987,357.3293,186.2508,359.8949,0.2747921,-0.279705,0.9195795,0.02506854,348.4732,149.9023,329.2729,0.6712774,-0.146283,0.7088271,0.1598512,334.9754,93.01556,0.4571866,-0.4984675,0.3501416,0.7851056,0.1119848,328.338,235.836,30.98236,-0.31253,0.8132468,0.02072575,0.4904342,328.338,235.836,30.98236
-0.01671986,-0.001251045,0.9994789,-0.02758408,3.163259,181.9143,359.9094,-0.0547182,-0.000238304,0.9982399,0.02287514,357.3839,186.2789,359.8291,0.2952255,-0.2682353,0.9169475,-0.009976365,351.9473,146.4813,329.817,0.6883919,-0.1590255,0.6945376,0.1358145,335.9458,90.96272,357.8718,-0.5001072,0.3462259,0.7853158,0.1153247,328.1678,236.1546,30.28427,-0.3173262,0.8110594,0.02132108,0.4909504,328.1678,236.1546,30.28427
-0.01699033,-0.001364954,0.9994701,-0.0277328,3.180552,181.9449,359.8975,-0.0549947,-0.000780499,0.9982275,0.02273693,357.4032,186.312,359.7672,0.3067087,-0.2599806,0.9152308,-0.02632101,353.6099,144.6409,330.3232,0.7057145,-0.1732458,0.6773049,0.1149409,336.4078,88.59385,355.4656,-0.5009975,0.343981,0.7855032,0.1168922,328.109,236.3338,29.90215,-0.3200085,0.8098696,0.02125995,0.4911765,328.109,236.3338,29.90215
-0.0172956,-0.001389831,0.999462,-0.02783491,3.192335,181.9799,359.8958,-0.05551653,-0.0013445,0.9982069,0.02234557,357.4517,186.3732,359.7038,0.3199745,-0.2497545,0.912894,-0.04317347,355.3537,142.5717,330.973,0.7240246,-0.1857162,0.657269,0.09641229,336.6926,85.8155,353.4651,-0.5018778,0.3418006,0.78567,0.1183813,328.0552,236.5115,29.5317,-0.3224205,0.8087801,0.02152835,0.4913827,328.0552,236.5115,29.5317
-0.0172956,-0.001389831,0.999462,-0.02783491,3.192335,181.9799,359.8958,-0.05551653,-0.0013445,0.9982069,0.02234557,357.4517,186.3732,359.7038,0.3199745,-0.2497545,0.912894,-0.04317347,355.3537,142.5717,330.973,0.7240246,-0.1857162,0.657269,0.09641229,336.6926,85.8155,353.4651,-0.5027768,0.339826,0.7857419,0.1197664,327.9997,236.6881,29.19011,-0.3224204,0.80878,0.02152834,0.4913827,327.9997,236.6881,29.19011
-0.01798217,-0.001438202,0.9994401,-0.02818122,3.232199,182.0585,359.8932,-0.05759075,-0.002367219,0.9980968,0.02192417,357.5073,186.6137,359.5842,0.3497517,-0.2265333,0.905836,-0.07627535,358.8383,138.0617,332.3639,0.7639331,-0.2032305,0.6088445,0.06642728,336.9586,78.97301,350.8723,-0.5035111,0.3383159,0.7857,0.1212231,327.9147,236.8294,28.90695,-0.3262755,0.8070762,0.02135288,0.4916469,327.9147,236.8294,28.90695
-0.018397,-0.001459528,0.9994307,-0.02824675,3.239799,182.106,359.8922,-0.05859238,-0.002705091,0.9980394,0.02184687,357.5188,186.7296,359.5435,0.3652809,-0.2147906,0.9011413,-0.0915401,0.4619999,135.7584,332.9991,0.7822035,-0.2141533,0.5821473,0.05832071,336.2388,75.41396,350.0526,-0.5042884,0.3369236,0.7855626,0.1227498,327.8141,236.9749,28.63223,-0.3277436,0.8062711,0.02147437,0.4919858,327.8141,236.9749,28.63223
-0.01892392,-0.001534725,0.9994175,-0.02836119,3.253135,182.1663,359.8856,-0.05971497,-0.003022015,0.9979748,0.02171848,357.5362,186.8592,359.5053,0.3802165,-0.2027883,0.8961709,-0.1057861,2.028572,133.5448,333.6287,0.7977432,-0.2268228,0.55594,0.05557564,334.9325,72.06289,349.5991,-0.5051069,0.336164,0.7851263,0.1242489,327.6765,237.1118,28.43252,-0.3287165,0.8057156,0.02101079,0.492267,327.6765,237.1118,28.43252
-0.01947188,-0.001607812,0.9994048,-0.02843267,3.261554,182.2289,359.8791,-0.06076089,-0.003423635,0.9979139,0.02155168,357.5586,186.9802,359.4579,0.3936566,-0.1920897,0.8911557,-0.1182284,3.410254,131.5511,334.1371,0.8114653,-0.2383278,0.5303016,0.05919914,333.2835,68.73516,349.8967,-0.5059426,0.3358198,0.7845289,0.1255462,327.5339,237.2423,28.29148,-0.3292424,0.8053981,0.0205414,0.4924551,327.5339,237.2423,28.29148
-0.01990303,-0.001726247,0.9993933,-0.02853341,3.273422,182.278,359.8672,-0.06130545,-0.00378061,0.9978844,0.02131795,357.5882,187.0434,359.4174,0.4048102,-0.1842985,0.8865716,-0.1270979,4.367353,129.9272,334.4728,0.8243656,-0.2475537,0.5044895,0.06803954,331.5234,65.22069,350.9941,-0.5066305,0.3353751,0.7840431,0.1269876,327.3878,237.3538,28.13657,-0.3298273,0.8050738,0.02067791,0.492588,327.3878,237.3538,28.13657
-0.02016358,-0.001883577,0.9993803,-0.02879502,3.303803,182.3074,359.8506,-0.06047024,-0.003880212,0.9979438,0.02090043,357.6361,186.9473,359.4109,0.4127922,-0.1793332,0.8833819,-0.1306869,4.751719,128.8441,334.7735,0.8350198,-0.2573348,0.4794129,0.08175686,329.4593,61.73271,352.6487,-0.5071905,0.3346302,0.7837605,0.1284534,327.2622,237.4545,27.94919,-0.3306855,0.8046372,0.02067709,0.4927261,327.2622,237.4545,27.94919
-0.02035202,-0.001927964,0.9993717,-0.02895855,3.322678,182.3289,359.8465,-0.05942395,-0.004041106,0.9980217,0.02014422,357.7231,186.8268,359.4002,0.4176375,-0.1760167,0.882008,-0.1290728,4.626731,128.3058,335.1859,0.8438787,-0.2676035,0.4547034,0.0974825,327.2959,58.21215,354.6244,-0.5074444,0.3339108,0.7836609,0.1299229,327.1451,237.5094,27.77696,-0.331993,0.8039805,0.02102606,0.4929044,327.1451,237.5094,27.77696
-0.02046023,-0.001834894,0.99937,-0.02894791,3.321257,182.3416,359.8575,-0.05868819,-0.004345818,0.9980801,0.01931869,357.8192,186.7423,359.3726,0.4202724,-0.1741153,0.8817835,-0.1245521,4.203793,128.1248,335.615,0.8520258,-0.2747908,0.4302472,0.1158865,325.3907,54.43064,357.2855,-0.5076259,0.3329754,0.783715,0.1312795,327.0556,237.5597,27.58741,-0.3336698,0.8031426,0.02188292,0.4931003,327.0556,237.5597,27.58741
-0.02049512,-0.00172647,0.9993705,-0.02891157,3.316842,182.3459,359.87,-0.05835636,-0.004754229,0.9981031,0.01903096,357.8546,186.7048,359.3285,0.4211847,-0.1739874,0.8823006,-0.1178034,3.515255,128.2151,335.9824,0.8589864,-0.2789457,0.4063943,0.1384766,323.717,50.37825,0.7943259,-0.5077128,0.3320209,0.783865,0.1324614,326.9886,237.5968,27.40832,-0.3354293,0.8023331,0.02229438,0.4932059,326.9886,237.5968,27.40832
-0.02040642,-0.001614441,0.9993726,-0.0289064,3.315976,182.3362,359.8825,-0.05810618,-0.005217579,0.9981145,0.01908525,357.8513,186.6771,359.2756,0.4213458,-0.1755563,0.8830011,-0.1093475,2.588825,128.4372,336.2598,0.8634425,-0.2830615,0.3839719,0.16404,322.0635,46.30101,4.793209,-0.5079514,0.330659,0.7841434,0.1333015,326.9772,237.6674,27.19164,-0.3369629,0.801617,0.0232146,0.4932824,326.9772,237.6674,27.19164
-0.02022743,-0.00154127,0.9993753,-0.02894272,3.319949,182.3159,359.8904,-0.05754419,-0.005622407,0.998146,0.01902552,357.8604,186.6134,359.2309,0.4222769,-0.1776411,0.8831899,-0.1005087,1.576348,128.5646,336.4957,0.8656547,-0.2871734,0.3625547,0.1916455,320.4947,42.13453,9.21554,-0.508451,0.328637,0.7845781,0.1338385,327.0296,237.7942,26.90084,-0.3385642,0.8010101,0.02325976,0.49317,327.0296,237.7942,26.90084
-0.02001311,-0.001427124,0.999379,-0.02896977,3.322764,182.2916,359.9028,-0.05713923,-0.00601257,0.9981642,0.01916516,357.8467,186.5679,359.1862,0.4243851,-0.1792974,0.8827514,-0.09219465,0.6066371,128.5231,336.745,0.8660928,-0.2911327,0.3419061,0.2196025,319.1211,37.89235,13.87479,-0.5089135,0.326659,0.7850403,0.1342123,327.0978,237.914,26.62579,-0.340255,0.8003433,0.02405235,0.4930505,327.0978,237.914,26.62579
-0.01982093,-0.001382785,0.9993847,-0.02890871,3.315646,182.2697,359.9071,-0.05676992,-0.006336806,0.9981739,0.01965534,357.7924,186.5267,359.1466,0.4274767,-0.1803039,0.8818219,-0.08452605,359.7091,128.3341,337.0291,0.8652447,-0.2934926,0.3222818,0.2476861,318.1229,33.62529,18.75867,-0.509338,0.3246485,0.7855473,0.134514,327.177,238.0286,26.35269,-0.3421801,0.7994973,0.02497096,0.4930452,327.177,238.0286,26.35269
-0.0196128,-0.001388719,0.9993894,-0.02888742,3.3132,182.2458,359.9057,-0.05655228,-0.006740711,0.9981729,0.02018716,357.734,186.5032,359.0974,0.4305432,-0.1812104,0.8808347,-0.07697944,358.8296,128.1369,337.3191,0.8628047,-0.295021,0.3041795,0.275692,317.4051,29.47529,23.73068,-0.5096611,0.3228499,0.7860469,0.1347007,327.2585,238.1222,26.11558,-0.3437395,0.7987825,0.02574173,0.4930795,327.2585,238.1222,26.11558
-0.01938988,-0.001413087,0.9993948,-0.02884904,3.308835,182.2202,359.9021,-0.05639964,-0.007293695,0.9981738,0.02037719,357.7158,186.4871,359.0332,0.4328868,-0.1830416,0.8799942,-0.06866871,357.8442,128.0409,337.5503,0.8588938,-0.2954321,0.2878321,0.3036029,316.9793,25.52572,28.73222,-0.509925,0.3214725,0.7863972,0.1349495,327.3094,238.1964,25.92798,-0.3448203,0.7982884,0.02587028,0.4931181,327.3094,238.1964,25.92798
