w,x,y,z,x,y,z,w,x,y,z,x,y,z,w,x,y,z,x,y,z,w,x,y,z,x,y,z,w,x,y,z,x,y,z,w,x,y,z,x,y,z
-0.01178396,0.002272095,0.9999089,-0.006198333,0.7071615,181.3521,0.2687304,-0.02965212,0.01339429,0.9993076,0.01805173,357.8869,183.3721,1.473636,0.2706844,-0.3326808,0.9033434,0.004978459,349.0999,150.3531,322.4576,0.7522956,0.001482859,0.4900601,0.4403305,334.574,54.87148,47.32239,-0.3880027,0.3087866,0.8235546,-0.2754322,12.35961,235.9328,47.68719,-0.9176,0.1220016,0.3725457,0.06584806,12.35961,235.9328,47.68719
-0.01150933,0.002175363,0.9999115,-0.006317764,0.7210482,181.3206,0.2576097,-0.02951801,0.01335742,0.9993085,0.0182458,357.865,183.3565,1.469053,0.2708088,-0.3327229,0.9032902,0.005018674,349.0895,150.3406,322.4548,0.7522502,0.001605183,0.490031,0.4404396,334.5805,54.86931,47.34189,-0.3876811,0.3089881,0.8236889,-0.2752573,12.34954,235.8853,47.69366,-0.9174454,0.1220775,0.3728643,0.06605648,12.34954,235.8853,47.69366
-0.01123655,0.002016852,0.9999144,-0.006418662,0.7328845,181.2892,0.2393793,-0.02936667,0.01333145,0.9993118,0.01833572,357.8549,183.3391,1.466103,0.2710091,-0.3327534,0.9032188,0.005029872,349.0796,150.3183,322.4533,0.7521731,0.001675472,0.4900233,0.4405798,334.5789,54.86763,47.36254,-0.3874512,0.3091291,0.8237826,-0.2751428,12.34342,235.852,47.69871,-0.9173213,0.1220745,0.3731366,0.06625047,12.34342,235.852,47.69871
-0.01098177,0.001729776,0.9999157,-0.006724072,0.7683031,181.2599,0.2066817,-0.02913399,0.01332277,0.9993178,0.0183849,357.8497,183.3123,1.465448,0.2712233,-0.332844,0.9031213,0.005019836,349.0695,150.2944,322.4443,0.752089,0.001665026,0.4899878,0.4407627,334.5685,54.85875,47.38578,-0.387338,0.3091885,0.8238409,-0.2750605,12.33875,235.8339,47.69828,-0.917201,0.1220145,0.3734317,0.06636123,12.33875,235.8339,47.69828
-0.01078953,0.00142186,0.9999165,-0.006978075,0.7978296,181.2376,0.1715641,-0.02886179,0.0133189,0.9993249,0.01842427,357.8456,183.2811,1.465463,0.2713939,-0.3329994,0.9030126,0.005047303,349.0552,150.2774,322.4281,0.7520105,0.001568295,0.4899316,0.4409594,334.5501,54.84402,47.40761,-0.3872622,0.3092335,0.8238896,-0.2749708,12.33236,235.8195,47.69613,-0.917092,0.1218883,0.3737271,0.06643744,12.33236,235.8195,47.69613
-0.01061071,0.00115633,0.9999182,-0.007069963,0.8087124,181.2169,0.1411054,-0.02866521,0.01328789,0.9993323,0.01835619,357.8538,183.2587,1.462551,0.2715231,-0.3332069,0.902897,0.005098052,349.0383,150.2665,322.4058,0.7519647,0.001459509,0.489861,0.4411165,334.5339,54.82779,47.42434,-0.3870935,0.3093044,0.8239974,-0.2748052,12.32273,235.7895,47.69058,-0.9170024,0.121739,0.3739773,0.06653934,12.32273,235.7895,47.69058
-0.01044238,0.00080593,0.9999181,-0.007367745,0.8432781,181.1974,0.1011725,-0.02840246,0.01325329,0.999341,0.01831555,357.8589,183.2287,1.459279,0.271686,-0.3333909,0.9027797,0.005116392,349.0243,150.2504,322.3858,0.751963,0.001343489,0.4897746,0.4412152,334.5216,54.81046,47.43388,-0.3866573,0.3094684,0.8242298,-0.2745373,12.31272,235.7222,47.68532,-0.9169049,0.1216583,0.3742132,0.06670363,12.31272,235.7222,47.68532
-0.01026799,0.000483643,0.9999192,-0.007497583,0.8585531,181.1772,0.06424592,-0.02809213,0.01321843,0.9993501,0.01832466,357.8585,183.1931,1.45592,0.2719026,-0.3335657,0.9026499,0.005139671,349.0079,150.2282,322.3676,0.7519804,0.001157291,0.4896455,0.4413293,334.5039,54.7848,47.44345,-0.3864378,0.3095396,0.8243548,-0.2743912,12.30736,235.6875,47.68065,-0.9167746,0.1216509,0.374502,0.06688927,12.30736,235.6875,47.68065
-0.01017195,0.000265365,0.9999221,-0.007246907,0.8300892,181.166,0.03885738,-0.02773932,0.01319853,0.9993606,0.01830669,357.8611,183.1528,1.45445,0.2722067,-0.333739,0.9024944,0.005125191,348.9922,150.1947,322.3495,0.7520421,0.000965014,0.4895014,0.4413849,334.4902,54.75818,47.44581,-0.3864377,0.3095394,0.8243549,-0.2743912,12.30737,235.6875,47.68064,-0.9166081,0.1216686,0.3748679,0.06708797,12.30737,235.6875,47.68064
-0.01007499,0.000113621,0.9999246,-0.007031455,0.80558,181.1547,0.02113893,-0.02742538,0.01317754,0.9993704,0.0182539,357.8677,183.1169,1.452878,0.2725627,-0.3339122,0.9023237,0.004968025,348.9895,150.1505,322.3284,0.7521167,0.000768676,0.4893667,0.4414075,334.4776,54.73336,47.44368,-0.3858293,0.3098526,0.8245943,-0.2741743,12.30201,235.6047,47.69359,-0.9164123,0.1216964,0.3753187,0.06719096,12.30201,235.6047,47.69359
-0.009875476,-0.000127262,0.9999256,-0.007172277,0.8219933,181.1317,359.9935,-0.02709027,0.01311092,0.999383,0.01810969,357.8849,183.0788,1.446395,0.2728936,-0.3340099,0.9021889,0.004695203,349.0023,150.1045,322.3132,0.7521929,0.000566892,0.4892398,0.4414182,334.4648,54.7097,47.43964,-0.3854555,0.310132,0.8246781,-0.2741328,12.30164,235.5605,47.71752,-0.9161985,0.1217176,0.3758141,0.06730156,12.30164,235.5605,47.71752
-0.009564444,-0.000472707,0.999928,-0.007250572,0.8313416,181.0957,359.9538,-0.02676435,0.01282684,0.9994,0.01786119,357.9147,183.0423,1.415266,0.2731062,-0.3341673,0.9020677,0.004411094,349.019,150.0723,322.2894,0.7522179,0.000266023,0.4891472,0.4414788,334.4375,54.6863,47.43682,-0.3850223,0.3104304,0.824792,-0.2740607,12.30061,235.5076,47.74081,-0.9159662,0.1218613,0.3763091,0.06743666,12.30061,235.5076,47.74081
-0.009560063,-0.000554222,0.9999281,-0.007240347,0.830259,181.0951,359.9444,-0.02613735,0.01277989,0.9994187,0.01777109,357.926,182.9706,1.411457,0.2732962,-0.3346323,0.9018394,0.003994986,349.0406,150.0415,322.2253,0.7522817,-0.000413738,0.4891358,0.4413826,334.3791,54.66477,47.3965,-0.3845077,0.3107915,0.8249123,-0.2740119,12.30221,235.4471,47.77179,-0.9154605,0.1222704,0.3773595,0.06769317,12.30221,235.4471,47.77179
-0.009486064,-0.000537537,0.999929,-0.0072075,0.8264729,181.0867,359.9462,-0.02550535,0.01287316,0.9994287,0.01806481,357.893,182.8976,1.422622,0.273288,-0.3348119,0.9017763,0.003823783,349.0533,150.0387,322.1996,0.7523002,-0.000620753,0.4892229,0.4412545,334.3624,54.67238,47.36964,-0.3839721,0.3111477,0.8250251,-0.2740194,12.31004,235.3879,47.80597,-0.9152256,0.1225213,0.3778322,0.06777842,12.31004,235.3879,47.80597
-0.009377792,-0.000639278,0.9999288,-0.007353572,0.8433147,181.0742,359.9346,-0.02606876,0.01267611,0.9994149,0.01816653,357.8811,182.9625,1.398551,0.2732515,-0.3349557,0.9017344,0.003707789,349.0623,150.0405,322.1791,0.7522858,-0.000904724,0.4893031,0.4411892,334.3348,54.67531,47.34755,-0.3834179,0.3115258,0.8251413,-0.2740155,12.31662,235.326,47.8416,-0.9150164,0.1227812,0.3782465,0.06782244,12.31662,235.326,47.8416
-0.009405166,-0.000865777,0.9999272,-0.007532474,0.8640606,181.0771,359.9089,-0.02563515,0.01278827,0.9994156,0.01866425,357.8244,182.9118,1.410902,0.2731432,-0.3351888,0.9016809,0.003654093,349.0648,150.0536,322.1489,0.7522255,-0.001249865,0.4894099,0.441173,334.2968,54.67876,47.32837,-0.3828612,0.3118418,0.825313,-0.2739183,12.31888,235.2572,47.86388,-0.9148616,0.1229942,0.3785556,0.06780223,12.31888,235.2572,47.86388
-0.009590074,-0.001132043,0.9999236,-0.007728996,0.8868895,181.0981,359.8788,-0.02536754,0.01274824,0.9994236,0.01861433,357.8306,182.8813,1.407038,0.2730133,-0.3355139,0.9015992,0.003650039,349.06,150.0718,322.1086,0.752116,-0.00159277,0.48958,0.4411696,334.2547,54.6905,47.30931,-0.3824598,0.3121219,0.8253892,-0.2739297,12.32455,235.2133,47.89139,-0.9147485,0.123131,0.3788002,0.06770988,12.32455,235.2133,47.89139
-0.009841919,-0.001352491,0.9999188,-0.008002654,0.9185266,181.1267,359.854,-0.02508651,0.01276881,0.9994317,0.01855201,357.8381,182.8491,1.41018,0.2729624,-0.3358004,0.9015083,0.003604367,349.0577,150.0791,322.0727,0.7519726,-0.001804084,0.4898108,0.4411574,334.2223,54.71478,47.29314,-0.3821393,0.31233,0.8254123,-0.2740701,12.3413,235.1868,47.92078,-0.9146592,0.123284,0.3789988,0.06752741,12.3413,235.1868,47.92078
-0.009999275,-0.001485248,0.9999139,-0.008381643,0.9621298,181.1445,359.8394,-0.02501559,0.01276207,0.9994374,0.01833959,357.8625,182.8413,1.410154,0.2729793,-0.3359724,0.9014394,0.003497221,349.0629,150.0754,322.0497,0.751821,-0.001889095,0.4900539,0.4411453,334.2013,54.74479,47.28199,-0.3819731,0.3123179,0.8254116,-0.2743178,12.37188,235.1834,47.93501,-0.9145933,0.1234555,0.3791414,0.0673047,12.37188,235.1834,47.93501
-0.01006092,-0.001651217,0.9999084,-0.008908179,1.022667,181.1514,359.821,-0.02499352,0.01275478,0.9994394,0.01826699,357.8709,182.8389,1.409569,0.2729904,-0.3360668,0.901401,0.003438596,349.0656,150.0732,322.037,0.7516965,-0.00187169,0.4902537,0.4411359,334.1924,54.77224,47.27654,-0.3818749,0.3122249,0.8254223,-0.2745273,12.40029,235.1848,47.93839,-0.9145906,0.1235333,0.3791657,0.06706049,12.40029,235.1848,47.93839
-0.01013863,-0.001743103,0.9999045,-0.009232169,1.059913,181.1601,359.811,-0.02513729,0.01269229,0.9994353,0.01834217,357.8623,182.8554,1.401888,0.2729074,-0.33617,0.9013873,0.003524143,349.0566,150.0867,322.026,0.7515946,-0.001826905,0.4903767,0.4411722,334.1875,54.78936,47.2799,-0.3818608,0.3120359,0.8254533,-0.2746691,12.42401,235.1907,47.92733,-0.9146423,0.1236367,0.3790563,0.06678411,12.42401,235.1907,47.92733
-0.01019035,-0.001906146,0.9998993,-0.009701106,1.113849,181.1658,359.7929,-0.0251109,0.01264723,0.9994349,0.01842404,357.8531,182.8523,1.39655,0.272796,-0.3362719,0.9013824,0.003718946,349.0372,150.1071,322.0175,0.7514957,-0.001811787,0.4904505,0.4412588,334.1794,54.79787,47.28952,-0.3819472,0.3118235,0.8254516,-0.274795,12.44249,235.2072,47.91364,-0.9147273,0.1236638,0.3788922,0.06650054,12.44249,235.2072,47.91364
-0.0101998,-0.002106942,0.9998937,-0.01020996,1.172395,181.1665,359.7705,-0.02499849,0.01257986,0.9994395,0.01837794,357.8587,182.8397,1.389197,0.2726972,-0.3363145,0.9013954,0.003909308,349.0197,150.1253,322.0161,0.7514087,-0.001759991,0.4904707,0.4413851,334.1754,54.79953,47.307,-0.3821435,0.3115499,0.8254091,-0.27496,12.4622,235.2386,47.89708,-0.9148654,0.1234787,0.3786741,0.06618667,12.4622,235.2386,47.89708
-0.01021826,-0.002276815,0.9998899,-0.0105265,1.20887,181.1684,359.7514,-0.02502808,0.01246471,0.9994417,0.01829587,357.8684,182.8434,1.376164,0.2726412,-0.3363246,0.901408,0.004030623,349.0088,150.1359,322.0174,0.7513061,-0.001595892,0.490502,0.4415253,334.1806,54.80602,47.33066,-0.3823662,0.3113131,0.8253636,-0.2750559,12.4725,235.2688,47.88002,-0.9150068,0.1231682,0.378487,0.06588165,12.4725,235.2688,47.88002
-0.01024611,-0.002429153,0.9998865,-0.01078905,1.239142,181.1713,359.7343,-0.02518962,0.01236227,0.9994393,0.01826848,357.8716,182.8622,1.364156,0.2725786,-0.3363475,0.9014179,0.004175782,348.9952,150.1482,322.0176,0.7511811,-0.001354501,0.4905581,0.4416768,334.1911,54.81805,47.35836,-0.3825551,0.3111277,0.82532,-0.2751331,12.48,235.2944,47.86699,-0.9151038,0.122949,0.3783646,0.06564225,12.48,235.2944,47.86699
-0.01028824,-0.002495241,0.999883,-0.01105346,1.26953,181.176,359.7271,-0.02532597,0.01228115,0.9994355,0.01835529,357.8617,182.8779,1.35432,0.27255,-0.3363969,0.9014076,0.004307881,348.9809,150.1565,322.0146,0.7510312,-0.001147188,0.4906309,0.4418517,334.1959,54.83074,47.38716,-0.3827037,0.3110003,0.8253031,-0.2751217,12.47864,235.3099,47.85371,-0.9151435,0.1229446,0.3783017,0.06546351,12.47864,235.3099,47.85371
-0.01034418,-0.002583155,0.9998791,-0.01133069,1.301418,181.1823,359.7174,-0.02546279,0.01219781,0.9994323,0.01839246,357.8575,182.8937,1.344369,0.2725486,-0.336435,0.9013932,0.004429653,348.9669,150.1611,322.0131,0.7508759,-0.001010105,0.4906598,0.4420834,334.193,54.83411,47.42119,-0.3827661,0.3109881,0.8252798,-0.2751185,12.47584,235.3169,47.8528,-0.9151466,0.1230544,0.3782661,0.06541993,12.47584,235.3169,47.8528
-0.01039396,-0.00266675,0.999875,-0.01161662,1.334297,181.1878,359.7082,-0.02561583,0.01211501,0.9994293,0.01839306,357.8575,182.9114,1.334549,0.2725099,-0.336435,0.9014041,0.004543032,348.9565,150.1694,322.0155,0.7507371,-0.000862256,0.4906957,0.4422795,334.1928,54.8395,47.45107,-0.382778,0.3110622,0.8252472,-0.2751159,12.47078,235.3188,47.86089,-0.9151827,0.1230546,0.3781705,0.06546562,12.47078,235.3188,47.86089
-0.01047552,-0.002760821,0.999871,-0.01186915,1.363371,181.1969,359.6978,-0.02585933,0.01202554,0.9994234,0.01843445,357.8527,182.9395,1.323651,0.2723985,-0.3364427,0.9014342,0.004696906,348.9444,150.1874,322.0172,0.7506219,-0.00073868,0.4907446,0.4424212,334.1931,54.84702,47.47279,-0.3828273,0.3111099,0.8252072,-0.2751131,12.46527,235.3248,47.86644,-0.9152012,0.1231117,0.3780938,0.06554171,12.46527,235.3248,47.86644
-0.01058102,-0.002817977,0.9998668,-0.01211448,1.391585,181.2089,359.6917,-0.02594614,0.01195625,0.9994225,0.01840839,357.8557,182.9496,1.315599,0.2722384,-0.3365292,0.9014494,0.004889246,348.9277,150.2132,322.0101,0.7505114,-0.000661939,0.4908606,0.44248,334.1902,54.86375,47.48047,-0.3829422,0.311087,0.8251485,-0.2751553,12.4643,235.3408,47.86805,-0.9152071,0.1232363,0.3780259,0.06561887,12.4643,235.3408,47.86805
-0.01058102,-0.002817977,0.9998668,-0.01211448,1.391585,181.2089,359.6917,-0.02594614,0.01195625,0.9994225,0.01840839,357.8557,182.9496,1.315599,0.2721246,-0.3366196,0.9014492,0.005012643,348.9163,150.2314,322.0011,0.7504176,-0.000588477,0.4910143,0.4424687,334.1893,54.88691,47.47833,-0.3832715,0.3109047,0.8249776,-0.2754154,12.48013,235.3948,47.86959,-0.9152185,0.1234106,0.377932,0.06567194,12.48013,235.3948,47.86959
-0.01073557,-0.002690203,0.9998607,-0.01250123,1.435795,181.2267,359.7071,-0.02607591,0.01182082,0.9994207,0.01841299,357.8554,182.9648,1.299784,0.2720219,-0.3366563,0.9014661,0.005085576,348.9115,150.246,321.9975,0.7503299,-0.00059896,0.4911355,0.4424831,334.1805,54.90245,47.47666,-0.3834134,0.3108302,0.8249196,-0.2754755,12.48226,235.4147,47.86708,-0.9152645,0.1235405,0.3777811,0.06565202,12.48226,235.4147,47.86708
-0.01077576,-0.002538783,0.9998556,-0.01290359,1.481728,181.2314,359.7249,-0.02614315,0.0117763,0.9994203,0.0183614,357.8614,182.9727,1.294687,0.2718585,-0.3366769,0.9015078,0.005087405,348.9171,150.265,321.9935,0.7502379,-0.000684246,0.4912326,0.442531,334.1639,54.91167,47.47663,-0.3835895,0.3107698,0.8248394,-0.2755385,12.48206,235.439,47.86669,-0.9153543,0.1236136,0.3775396,0.06565378,12.48206,235.439,47.86669
-0.01083249,-0.002447388,0.9998532,-0.01305434,1.498906,181.238,359.7357,-0.02619438,0.01182605,0.9994146,0.01856143,357.8383,182.9782,1.299693,0.2716825,-0.3367126,0.901547,0.00513548,348.9178,150.2872,321.9886,0.7501657,-0.000827253,0.4913004,0.4425779,334.1435,54.91512,47.47478,-0.3837541,0.3106657,0.8247769,-0.2756137,12.486,235.4623,47.86221,-0.9154737,0.1236115,0.3772558,0.06562574,12.486,235.4623,47.86221
-0.01085019,-0.002343176,0.999852,-0.01315289,1.510074,181.2401,359.7478,-0.02625452,0.01186016,0.9994107,0.01866287,357.8264,182.9849,1.303176,0.2714693,-0.3368036,0.901577,0.005197428,348.9167,150.3147,321.9772,0.7501094,-0.000955574,0.4914104,0.442551,334.1268,54.92627,47.46324,-0.3839004,0.3106062,0.8246857,-0.2757498,12.49357,235.4878,47.86673,-0.9155949,0.1235485,0.3769833,0.06561625,12.49357,235.4878,47.86673
-0.01085019,-0.002343176,0.999852,-0.01315289,1.510074,181.2401,359.7478,-0.02646545,0.01188504,0.9994042,0.01870378,357.8214,183.009,1.305446,0.2710682,-0.3370177,0.9016172,0.005264834,348.9186,150.3652,321.9492,0.7498884,-0.001205154,0.4918001,0.442492,334.0847,54.97164,47.43555,-0.3840302,0.3106178,0.8245743,-0.2758895,12.49823,235.5123,47.87912,-0.9156715,0.1235103,0.3768145,0.06559017,12.49823,235.5123,47.87912
-0.01083831,-0.002055733,0.9998485,-0.01346799,1.545824,181.2392,359.7811,-0.02662265,0.01194726,0.999397,0.01882815,357.8068,183.0267,1.311865,0.2707993,-0.3371831,0.901636,0.005323045,348.9178,150.3997,321.9282,0.7497102,-0.001309328,0.4920806,0.4424816,334.0596,55.00608,47.42281,-0.3840836,0.3106909,0.8244964,-0.2759656,12.49783,235.5241,47.89303,-0.9156585,0.1238867,0.3767514,0.06542642,12.49783,235.5241,47.89303
-0.01089427,-0.00195989,0.9998452,-0.01368585,1.570683,181.2457,359.7924,-0.02683172,0.01196864,0.9993921,0.01877872,357.8121,183.0507,1.314005,0.2705356,-0.3373482,0.9016531,0.005363345,348.9187,150.4331,321.9068,0.7495245,-0.001227729,0.4924358,0.4424012,334.0524,55.05799,47.40726,-0.383983,0.3109154,0.8244697,-0.2759329,12.48735,235.5121,47.91435,-0.915646,0.124094,0.376728,0.06534436,12.48735,235.5121,47.91435
-0.01089044,-0.001836454,0.9998425,-0.01390652,1.595816,181.2454,359.8069,-0.02692781,0.01206518,0.9993858,0.01891277,357.7963,183.0614,1.324456,0.2703806,-0.3374596,0.9016578,0.005375251,348.9201,150.4524,321.8922,0.749374,-0.00108964,0.4928081,0.4422418,334.0547,55.11571,47.38378,-0.3838384,0.3111347,0.8244803,-0.2758549,12.47555,235.492,47.93148,-0.9156739,0.1241366,0.3766536,0.06529833,12.47555,235.492,47.93148
-0.01085672,-0.001758017,0.99984,-0.01411408,1.619498,181.2416,359.8161,-0.02708262,0.01216661,0.9993783,0.01902343,357.7831,183.0788,1.335405,0.270247,-0.3375238,0.901674,0.005341429,348.9268,150.4673,321.8824,0.7492432,-0.000952072,0.493165,0.4420663,334.0587,55.17169,47.35867,-0.3838423,0.3112237,0.8244393,-0.2758719,12.47171,235.4944,47.94248,-0.9157274,0.1240625,0.3765473,0.06530381,12.47171,235.4944,47.94248
-0.01076888,-0.001692877,0.9998381,-0.01432077,1.643088,181.2316,359.8236,-0.02719332,0.01230966,0.99937,0.01920154,357.7621,183.0909,1.351016,0.2700565,-0.3374958,0.9017417,0.00531536,348.938,150.4879,321.8832,0.749176,-0.000984907,0.4933809,0.4419387,334.0515,55.2023,47.33589,-0.3839169,0.3112666,0.8243672,-0.2759343,12.47076,235.5076,47.95234,-0.915771,0.1240496,0.3764252,0.06541664,12.47076,235.5076,47.95234
-0.01069397,-0.001590782,0.9998363,-0.01450838,1.664449,181.2232,359.8354,-0.02722441,0.01247609,0.9993639,0.01936848,357.7424,183.0939,1.369514,0.2697884,-0.3374446,0.9018412,0.005268142,348.955,150.5164,321.8856,0.7491246,-0.001046948,0.4935952,0.4417863,334.0431,55.2323,47.3088,-0.3840643,0.3112846,0.8242702,-0.2759987,12.46766,235.5292,47.96035,-0.9157712,0.1240498,0.3764252,0.06541665,12.46766,235.5292,47.96035
-0.01063143,-0.001484507,0.9998336,-0.0147594,1.693075,181.2162,359.8478,-0.02721836,0.01266139,0.9993598,0.01947759,357.7294,183.0927,1.390436,0.2695335,-0.3373265,0.9019622,0.005229011,348.9728,150.543,321.8964,0.7491165,-0.001090176,0.493803,0.4415682,334.041,55.26342,47.27445,-0.3841982,0.3113149,0.8242061,-0.2759702,12.45656,235.5433,47.96305,-0.9157026,0.1246295,0.3763419,0.06575434,12.45656,235.5433,47.96305
-0.01054315,-0.001449309,0.9998289,-0.0151376,1.736361,181.2061,359.8522,-0.02720414,0.01284656,0.9993553,0.01960204,357.7146,183.0905,1.411316,0.269417,-0.3370944,0.9020841,0.005133092,348.9948,150.5506,321.9207,0.7491501,-0.001022719,0.4940153,0.4412735,334.054,55.30033,47.23514,-0.3843199,0.3113871,0.8241401,-0.2759159,12.44147,235.5546,47.96842,-0.9156538,0.1247573,0.3763739,0.06600624,12.44147,235.5546,47.96842
-0.01045531,-0.001510049,0.9998229,-0.01558263,1.78742,181.1958,359.8456,-0.02720173,0.01307496,0.9993481,0.01981663,357.6893,183.0894,1.436851,0.2694622,-0.3367766,0.9021903,0.00494552,349.0227,150.5357,321.9547,0.7492037,-0.000837453,0.4941972,0.440979,334.08,55.33688,47.20168,-0.3843697,0.3115828,0.824071,-0.2758325,12.42052,235.5567,47.98457,-0.9156067,0.1246762,0.3764662,0.06628638,12.42052,235.5567,47.98457
-0.01038045,-0.001599194,0.9998179,-0.01593868,1.828317,181.1871,359.8357,-0.02728103,0.01329731,0.9993374,0.02009213,357.6569,183.0976,1.461319,0.2695118,-0.3364668,0.9022921,0.004768383,349.049,150.5207,321.988,0.7492471,-0.00063017,0.4944005,0.4406779,334.1073,55.37711,47.1678,-0.3843179,0.3118984,0.8240232,-0.2756907,12.39292,235.5441,48.00875,-0.9155156,0.1246195,0.3766563,0.06657185,12.39292,235.5441,48.00875
-0.01032512,-0.001707471,0.9998129,-0.01627576,1.867066,181.1805,359.8235,-0.02713938,0.01357379,0.9993343,0.02025856,357.6372,183.0805,1.492841,0.2695136,-0.3362427,0.9023755,0.004695814,349.0636,150.5157,322.0131,0.7492769,-0.000453621,0.4945709,0.440436,334.1298,55.4107,47.14088,-0.3841679,0.3123158,0.8240084,-0.2754714,12.35793,235.5157,48.03771,-0.915337,0.1247481,0.3769923,0.06688311,12.35793,235.5157,48.03771
-0.01023893,-0.001840169,0.999807,-0.01667056,1.91245,181.1703,359.8086,-0.02689776,0.01382045,0.9993368,0.02028699,357.6335,183.0521,1.521603,0.2694848,-0.3360891,0.9024413,0.004711498,349.0679,150.5178,322.0316,0.7492588,-0.000330396,0.4947736,0.4402393,334.1426,55.44597,47.11652,-0.383881,0.3128124,0.8240386,-0.2752175,12.32251,235.4698,48.07157,-0.9151084,0.1250069,0.3774052,0.06719891,12.32251,235.4698,48.07157
-0.01025487,-0.001961411,0.9998013,-0.0169857,1.948712,181.1718,359.7951,-0.02669404,0.01405265,0.9993412,0.02017962,357.6454,183.0284,1.549023,0.2694545,-0.3359711,0.9024942,0.004696552,349.0743,150.5195,322.0451,0.7492207,-0.000313133,0.4949319,0.440126,334.1425,55.47016,47.09915,-0.3834658,0.3134047,0.8241072,-0.2749163,12.2842,235.4066,48.11142,-0.9148789,0.1253145,0.3777964,0.06754966,12.2842,235.4066,48.11142
-0.01022643,-0.002016442,0.999797,-0.01724612,1.978614,181.1684,359.7891,-0.02645387,0.01424084,0.9993484,0.02001237,357.6644,183.0006,1.571653,0.2694392,-0.3358388,0.9025485,0.00462139,349.087,150.5173,322.059,0.7491909,-0.000367418,0.4950205,0.4400769,334.1355,55.48138,47.08847,-0.3830847,0.3139052,0.8241792,-0.2746612,12.25339,235.3496,48.14478,-0.9146764,0.1255703,0.3781412,0.06788991,12.25339,235.3496,48.14478
-0.01010858,-0.002069144,0.9997917,-0.01761155,2.02053,181.1547,359.7832,-0.02625854,0.01439501,0.9993558,0.01978614,357.6902,182.9782,1.590444,0.2694946,-0.3356337,0.9026091,0.004443422,349.11,150.5028,322.0797,0.7492363,-0.00030952,0.495031,0.4399879,334.146,55.48649,47.07959,-0.382887,0.3142526,0.8241731,-0.2745575,12.23485,235.3227,48.17377,-0.9145077,0.1257546,0.378425,0.0682361,12.23485,235.3227,48.17377
-0.009904996,-0.002104325,0.9997857,-0.01806487,2.072478,181.1312,359.7793,-0.02619079,0.01449631,0.9993597,0.01960296,357.711,182.9705,1.602745,0.2696158,-0.3353936,0.9026636,0.004149623,349.1437,150.4765,322.1025,0.7493293,-0.000173941,0.494989,0.4398773,334.1683,55.48747,47.07267,-0.3827971,0.3144987,0.8241084,-0.2745956,12.22872,235.3167,48.20259,-0.9143607,0.1259057,0.3786711,0.06856307,12.22872,235.3167,48.20259
-0.009634644,-0.002175106,0.9997789,-0.0185672,2.130066,181.1,359.7711,-0.02594706,0.01459909,0.9993665,0.01950615,357.7222,182.9424,1.615365,0.2697798,-0.335179,0.9026954,0.003890157,349.1714,150.4467,322.1234,0.7494281,-6.99E-05,0.4949495,0.4397529,334.1883,55.48808,47.06265,-0.38275,0.3146959,0.8240377,-0.274647,12.22429,235.3163,48.22741,-0.9142435,0.1260177,0.3788729,0.06880397,12.22429,235.3163,48.22741
-0.009364739,-0.002155499,0.9997746,-0.01893549,2.172191,181.069,359.7732,-0.02547745,0.01476029,0.9993727,0.01968143,357.7024,182.8879,1.634419,0.2699158,-0.3350489,0.9027035,0.00377091,349.1827,150.4258,322.1374,0.7494996,-5.75E-05,0.4949608,0.4396185,334.1973,55.4928,47.04615,-0.3827091,0.3148487,0.8239877,-0.2746786,12.2204,235.3149,48.24601,-0.9141492,0.1261155,0.3790427,0.06894219,12.2204,235.3149,48.24601
-0.009106576,-0.002164318,0.9997696,-0.01931995,2.216203,181.0393,359.772,-0.02530274,0.01484017,0.9993752,0.01972906,357.697,182.8676,1.643844,0.2699648,-0.3350154,0.9027016,0.003740836,349.185,150.4188,322.1411,0.7495305,-4.72E-05,0.4950303,0.4394877,334.2026,55.5052,47.02855,-0.3826604,0.3149822,0.8239537,-0.2746964,12.21682,235.3115,48.26144,-0.9140955,0.1261167,0.3791576,0.06902052,12.21682,235.3115,48.26144
-0.00881125,-0.002062005,0.9997672,-0.01959216,2.247231,181.0057,359.7834,-0.02538519,0.01477535,0.9993754,0.01965641,357.7054,182.8773,1.636428,0.2699949,-0.3350259,0.9026891,0.003657993,349.1922,150.4127,322.1381,0.7495626,-0.000124984,0.4951096,0.4393441,334.1998,55.51637,47.00532,-0.382548,0.3150933,0.8239672,-0.2746845,12.21527,235.2986,48.27172,-0.9140275,0.1261298,0.3792957,0.06913897,12.21527,235.2986,48.27172
-0.008416012,-0.001922135,0.9997662,-0.01982783,2.274021,180.9606,359.7988,-0.02496314,0.01478736,0.9993913,0.01938163,357.7375,182.8293,1.639533,0.2700469,-0.3350498,0.9026655,0.003393181,349.2173,150.398,322.1293,0.7495849,-0.000347994,0.495142,0.4392692,334.1815,55.51525,46.9856,-0.3822977,0.3153202,0.8239753,-0.2747488,12.22082,235.2755,48.29865,-0.9139071,0.1262503,0.3795141,0.06931316,12.22082,235.2755,48.29865
